Date,trend_prob_Downtrend,trend_prob_Sideways,trend_prob_Uptrend
2016-04-04,0.10564114489748354,0.20089155685175958,0.6934672982507568
2016-04-05,0.08714758300485988,0.20866998304218148,0.7041824339529588
2016-04-06,0.08659787549815968,0.2205387816813553,0.692863342820485
2016-04-07,0.10437848684023687,0.23297699223317025,0.662644520926593
2016-04-08,0.09942660806473862,0.24943980836178672,0.6511335835734746
2016-04-09,0.11917803095731344,0.12308305059869742,0.7577389184439891
2016-04-10,0.10492358608941993,0.2809315899449787,0.6141448239656013
2016-04-11,0.09738456217418026,0.29829986968681355,0.6043155681390061
2016-04-12,0.06747705009634562,0.2910509817917333,0.6414719681119211
2016-04-13,0.07220059401720516,0.3079649501039302,0.6198344558788647
2016-04-14,0.07253058938317128,0.3202206695063991,0.6072487411104296
2016-04-15,0.12525266186730877,0.13479331661399024,0.739954021518701
2016-04-16,0.041967675703381,0.2887831199164374,0.6692492043801815
2016-04-17,0.06415195300298704,0.3021944120137892,0.6336536349832237
2016-04-18,0.06452892950130291,0.31400110687941896,0.6214699636192782
2016-04-19,0.03753885986264111,0.28698318612679163,0.6754779540105673
2016-04-20,0.024532290305977977,0.2590481478655458,0.7164195618284762
2016-04-21,0.01622255565630341,0.23095943423508322,0.7528180101086134
2016-04-22,0.02344691699673604,0.24636998342073357,0.7301830995825304
2016-04-23,0.025508675629901875,0.25087379549833577,0.7236175288717623
2016-04-24,0.015816450095392287,0.2162750575487174,0.7679084923558903
2016-04-25,0.01575187916240239,0.21055759484605782,0.7736905259915399
2016-04-26,0.017539685716192882,0.2120250461776927,0.7704352681061144
2016-04-27,0.11982873625321465,0.257108453775077,0.6230628099717084
2016-04-28,0.1487941809096577,0.13892913231699722,0.7122766867733452
2016-04-29,0.10225607507609534,0.3205089639803398,0.5772349609435647
2016-04-30,0.11709877630993254,0.362660328101199,0.5202408955888684
2016-05-01,0.1034780213634922,0.3963362647443378,0.50018571389217
2016-05-02,0.15239068124771046,0.42436488146396834,0.4232444372883211
2016-05-03,0.11988281047663255,0.4756649222650236,0.4044522672583437
2016-05-04,0.1184511708971543,0.5167925835566141,0.36475624554623165
2016-05-05,0.1042367964822726,0.5531212224264275,0.34264198109129995
2016-05-06,0.04816952541346102,0.547090148872019,0.4047403257145199
2016-05-07,0.05038056643199635,0.5700582640795924,0.3795611694884113
2016-05-08,0.05450201809766877,0.5895435641149354,0.3559544177873958
2016-05-09,0.150344728178644,0.33336944589749423,0.5162858259238617
2016-05-10,0.08253028655894631,0.6144538282268684,0.30301588521418527
2016-05-11,0.07074250046230554,0.6449250796650939,0.28433241987260055
2016-05-12,0.06541525283051482,0.6730657160636722,0.261519031105813
2016-05-13,0.05318173217760743,0.6941828975109311,0.2526353703114615
2016-05-14,0.047578746865923865,0.7169843320203739,0.23543692111370224
2016-05-15,0.03820959830173986,0.7308914433910219,0.2308989583072383
2016-05-16,0.04304867273653641,0.7491657652520064,0.20778556201145706
2016-05-17,0.039799201384398575,0.7669348597026497,0.19326593891295166
2016-05-18,0.03435184448129602,0.7803322050176966,0.18531595050100746
2016-05-19,0.17828669354200388,0.533540832440387,0.2881724740176091
2016-05-20,0.10939308935944804,0.7431262553059976,0.1474806553345544
