Date,trend_prob_Downtrend,trend_prob_Sideways,trend_prob_Uptrend
2015-10-04,0.06683992594480515,0.7060866355895996,0.22707337141036987
2015-10-05,0.16177381575107574,0.6130765676498413,0.22514957189559937
2015-10-06,0.010736468248069286,0.4924505650997162,0.4968128800392151
2015-10-07,0.019149918109178543,0.5366820693016052,0.4441680312156677
2015-10-08,0.02394445426762104,0.5368771553039551,0.43917831778526306
2015-10-09,0.01883302442729473,0.4593008756637573,0.5218660831451416
2015-10-10,0.014327164739370346,0.3790320158004761,0.6066408157348633
2015-10-11,0.007945891469717026,0.259132981300354,0.7329210638999939
2015-10-12,0.010641885921359062,0.25526368618011475,0.7340944409370422
2015-10-13,0.004051438998430967,0.13727304339408875,0.8586755394935608
2015-10-14,0.0015881137223914266,0.06993464380502701,0.9284772276878357
2015-10-15,0.0008244483615271747,0.04108193516731262,0.9580936431884766
2015-10-16,6.136195588624105e-05,0.009094275534152985,0.9908443093299866
2015-10-17,7.730331162747461e-06,0.002488433150574565,0.9975038170814514
2015-10-18,6.607137038372457e-05,0.005364806856960058,0.9945691823959351
2015-10-19,4.8142213927349076e-05,0.0037937506567686796,0.9961581826210022
2015-10-20,1.0046015631814953e-05,0.0014682392356917262,0.9985217452049255
2015-10-21,2.2700171030010097e-05,0.001857948605902493,0.9981192946434021
2015-10-22,4.505389824771555e-06,0.0007478963234461844,0.999247670173645
2015-10-23,2.8765098250005394e-06,0.0005299457698129117,0.9994671940803528
2015-10-24,1.0536728041188326e-06,0.00028523438959382474,0.9997137188911438
2015-10-25,3.271518096426007e-07,0.00013049383414909244,0.9998691082000732
2015-10-26,3.332464189043094e-07,0.00011861554230563343,0.9998810291290283
2015-10-27,4.19913703808561e-08,3.61775528290309e-05,0.9999637603759766
2015-10-28,4.754227234116115e-09,1.0804948942677584e-05,0.9999891519546509
2015-10-29,7.591489659120043e-10,3.749054030777188e-06,0.9999963045120239
2015-10-30,4.885960733225225e-11,8.206483812500664e-07,0.9999991655349731
2015-10-31,1.610507283089646e-09,4.8968363444146235e-06,0.9999951124191284
2015-11-01,3.881724663923336e-10,2.4255843982246006e-06,0.999997615814209
2015-11-02,4.781295259888296e-13,7.572464966187908e-08,0.9999998807907104
2015-11-03,2.731721224262317e-16,1.6778328726374525e-09,1.0
2015-11-04,4.4469150746825355e-37,5.106193693147478e-24,1.0
2015-11-05,3.138840544423248e-35,9.810401697250787e-23,1.0
2015-11-06,2.9888022936736516e-35,2.8836668395391147e-23,1.0
2015-11-07,1.3372843478775308e-39,9.22360723680082e-25,1.0
2015-11-08,2.8248512298212694e-38,7.86491324833909e-24,1.0
2015-11-09,8.143131748887267e-39,4.6672963346010216e-24,1.0
2015-11-10,3.394650258996189e-33,3.432644768847638e-20,1.0
2015-11-11,2.9682913785382176e-29,3.266847258882226e-17,1.0
2015-11-12,3.1699885297042857e-31,1.3761589818061223e-18,1.0
2015-11-13,1.566406031623268e-30,5.992282472971957e-18,1.0
2015-11-14,1.4436748293635184e-29,3.998870999000624e-17,1.0
2015-11-15,3.1433347215447014e-27,2.869030400149482e-15,1.0
2015-11-16,1.7090731215441497e-27,2.047777112403103e-15,1.0
2015-11-17,2.503476467959119e-27,2.9339209589639235e-15,1.0
2015-11-18,1.5262235222498778e-26,1.2363204806697253e-14,1.0
2015-11-19,1.3559518093475694e-24,3.7973807041555285e-13,1.0
2015-11-20,8.462257973978527e-23,9.802450517959471e-12,1.0
2015-11-21,1.8957424384663533e-22,1.7087416551153645e-11,1.0
2015-11-22,5.441082997758361e-21,1.9267540340983658e-10,1.0
2015-11-23,4.0522288324205126e-19,3.5058529412879125e-09,1.0
2015-11-24,9.662644812833679e-17,1.609068931429647e-07,0.9999998807907104
2015-11-25,1.4165981503694872e-16,1.23977955013288e-07,0.9999998807907104
2015-11-26,1.6070395147316038e-19,3.0261318451074715e-10,1.0
2015-11-27,3.625749501236774e-19,4.383245988393014e-10,1.0
2015-11-28,2.9893072770602185e-18,1.8545190938468181e-09,1.0
2015-11-29,9.776434424874433e-17,9.362859820782887e-09,1.0
2015-11-30,2.714340240533557e-18,7.774748067568282e-10,1.0
2015-12-01,1.649532396152877e-15,1.9170003895396803e-07,0.9999997615814209
2015-12-02,3.36987551849844e-14,2.801425353027298e-06,0.9999971389770508
2015-12-03,2.1969823895784217e-14,2.2396329768525902e-06,0.9999977350234985
2015-12-04,1.575068438034507e-14,1.7044886817529914e-06,0.9999983310699463
2015-12-05,9.348541338626265e-18,1.1243213471345825e-08,1.0
2015-12-06,2.5701992625076697e-18,5.972387473462959e-09,1.0
2015-12-07,5.380960845119236e-19,2.785832675655797e-09,1.0
2015-12-08,1.5193031894224247e-21,7.770534216078318e-11,1.0
2015-12-09,2.2632790450960645e-22,3.30144696303325e-11,1.0
2015-12-10,1.1203017611827062e-22,3.198273590410139e-11,1.0
2015-12-11,2.4786179123879297e-27,4.2373165387707065e-14,1.0
2015-12-12,6.474404086650415e-27,1.5660731175412557e-13,1.0
2015-12-13,1.6272730990161906e-27,1.0580363083052824e-13,1.0
2015-12-14,2.996505951296937e-29,1.2642589306986664e-14,1.0
2015-12-15,3.8832529347811194e-32,2.5385918889368243e-16,1.0
