,P_Downtrend,P_Sideways,P_Uptrend
2016-06-26,0.6430413512888781,4.6279442010075556e-05,0.35691236926911185
2016-06-27,0.3432712802913047,6.722809696395259e-05,0.6566614916117314
2016-06-28,0.45998453600472705,0.00010398846124687702,0.5399114755340261
2016-06-29,0.5829282455001796,0.00010671164981184812,0.4169650428500085
2016-06-30,0.251121612402108,0.00020977657984970496,0.7486686110180423
2016-07-01,0.18758499917596913,0.00028832018242603023,0.8121266806416049
2016-07-02,0.06454991412640873,0.0004587177892717591,0.9349913680843195
2016-07-03,0.3406472516593589,0.0005446127021355698,0.6588081356385055
2016-07-04,0.11401244775892817,0.0007938129225705789,0.8851937393185012
2016-07-06,0.11195122142176869,0.001139553331873761,0.8869092252463575
2016-07-07,0.46418229905609626,0.0012663995387862568,0.5345513014051175
2016-07-08,0.28504895048122675,0.0016160536495167781,0.7133349958692564
2016-07-09,0.5047934187917873,0.0009280828558560997,0.4942784983523566
2016-07-10,0.5671525920371125,0.001031108322399767,0.43181629964048773
2016-07-11,0.592219290079999,0.010218351019491938,0.39756235890050917
2016-07-12,0.17053548027679366,0.02380644094283678,0.8056580787803697
2016-07-13,0.27655655467702583,0.0219550532407195,0.7014883920822547
2016-07-14,0.3220142590463102,0.01956271139134774,0.658423029562342
2016-07-15,0.25407757007276527,0.0330302266345493,0.7128922032926855
2016-07-16,0.2906386933374478,0.029612547089001354,0.6797487595735509
2016-07-17,0.05241218586289291,0.045910468830442724,0.9016773453066643
2016-07-18,0.05282864251149858,0.05786328771703502,0.8893080697714664
2016-07-19,0.04600589842968913,0.051652882863657754,0.9023412187066532
2016-07-20,0.0969712671129703,0.040435849837566325,0.8625928830494634
2016-07-21,0.1766072610710845,0.041206450634194,0.7821862882947215
2016-07-22,0.655041012872303,0.016578061567591007,0.328380925560106
2016-07-23,0.6717890521525747,0.017890483393779643,0.3103204644536456
2016-07-24,0.37940748880037095,0.03608920902383665,0.5845033021757924
2016-07-25,0.7147706582292676,0.0148828881379958,0.2703464536327366
2016-07-26,0.8030950009981008,0.009068875318235688,0.18783612368366354
2016-07-27,0.7738987295119453,0.009233760295977354,0.21686751019207737
2016-07-28,0.7766575487951077,0.012942603315506803,0.21039984788938554
2016-07-29,0.7022266186198387,0.01906602821682826,0.27870735316333306
2016-07-30,0.7915645295048993,0.013938246346496827,0.19449722414860382
2016-07-31,0.991715345160345,0.0003140230815528544,0.007970631758102278
2016-08-01,0.9972056492246423,0.0001068922780695292,0.00268745849728817
2016-08-02,0.9984611152365954,6.624748385687871e-05,0.0014726372795479017
2016-08-03,0.9888672801451569,0.00036668734657364785,0.010766032508269385
2016-08-04,0.9576173833699726,0.0014435298125213014,0.04093908681750603
2016-08-05,0.9339565089100409,0.0002422880689082179,0.065801203021051
2016-08-06,0.8340321624252047,0.0005487636014423213,0.1654190739733531
2016-08-07,0.681689812540541,0.0007164264690225165,0.31759376099043657
2016-08-08,0.6893040035784571,0.0006743189469634121,0.31002167747457954
2016-08-09,0.7151878135284436,0.0006329034833499872,0.28417928298820627
2016-08-10,0.620991744484311,0.0008693654372370687,0.37813889007845186
2016-08-11,0.6491979285214611,0.0007853398144535434,0.3500167316640855
2016-08-12,0.6717996230743726,0.0006593150770108895,0.32754106184861653
2016-08-13,0.697458207789222,0.0007022939464682558,0.30183949826430984
2016-08-14,0.8328516116474026,0.00037730249409171447,0.1667710858585057
2016-08-15,0.8474279143059151,0.00030375302454957096,0.15226833266953543
2016-08-16,0.6252951410417998,0.0008862353864021868,0.373818623571798
2016-08-17,0.8369525606636188,0.00031269932071458406,0.1627347400156665
2016-08-18,0.8284392226851265,0.00030238979095130274,0.17125838752392222
2016-08-19,0.8017789920669376,0.0004153985881758557,0.19780560934488675
2016-08-20,0.46365396854569607,0.0012414155645783752,0.5351046158897255
2016-08-21,0.3571952213351565,0.0016649157725607889,0.6411398628922826
2016-08-22,0.07934218590843654,0.002234515687309232,0.9184232984042542
2016-08-23,0.22013518355510314,0.0022911966195094994,0.7775736198253873
2016-08-24,0.3995531717756738,0.001947358243754713,0.5984994699805716
2016-08-25,0.4895148439439325,0.0016311378970845119,0.508854018158983
2016-08-26,0.4071189648503924,0.0025647448781709525,0.5903162902714366
2016-08-27,0.9043307566248575,0.0003086005455220689,0.09536064282962058
2016-08-28,0.7856058688528835,0.0007061511605748669,0.21368797998654163
2016-08-29,0.8118110771542764,0.0006374205252038733,0.1875515023205197
2016-08-30,0.6172035462914881,0.0016564728404845589,0.38113998086802736
2016-08-31,0.6974797501163172,0.0010594658050949296,0.3014607840785879
2016-09-01,0.8666744208580242,0.00036594961406580636,0.13295962952791007
2016-09-02,0.6987045410597509,0.0009621571947320545,0.3003333017455172
2016-09-03,0.005887778324577503,0.007051586752906747,0.9870606349225158
2016-09-04,0.0020062207957474943,0.007355041785758539,0.9906387374184941
2016-09-05,0.0036775760126577374,0.0054572146467646064,0.9908652093405776
2016-09-07,0.0014547020866986157,0.004979015457949187,0.9935662824553522
2016-09-08,0.0012134568314493591,0.0042584870780397735,0.9945280560905108
2016-09-09,0.002821391786476752,0.003711154023277487,0.9934674541902458
2016-09-10,0.0036984133149278054,0.003389755819818249,0.992911830865254
2016-09-11,0.05266832494189946,0.003865298557414527,0.9434663765006861
2016-09-12,0.06230267671661326,0.004248786878349837,0.9334485364050369
2016-09-13,0.06571771820760991,0.004970991864213905,0.9293112899281762
2016-09-14,0.051707751612869016,0.006147253455973152,0.9421449949311579
2016-09-15,0.09984018236658965,0.04891305043255521,0.8512467672008551
2016-09-16,0.10644525716353867,0.04425884932032372,0.8492958935161377
2016-09-17,0.1312649645814715,0.036007760185827534,0.832727275232701
2016-09-18,0.1705283286952243,0.03002757631323692,0.7994440949915388
2016-09-19,0.2614474323463709,0.025538080726134657,0.7130144869274945
2016-09-20,0.3576543506544313,0.022990886530258065,0.6193547628153105
2016-09-21,0.836026328138093,0.005728569519389721,0.1582451023425175
2016-09-22,0.893633131553607,0.0036863223741885522,0.10268054607220435
2016-09-23,0.7516114801519556,0.012209365513192474,0.2361791543348519
2016-09-24,0.8746772549235928,0.008734559005120624,0.11658818607128654
2016-09-25,0.8716320750628789,0.01250416633357707,0.11586375860354396
2016-09-26,0.27684497142308073,0.1142866609180597,0.6088683676588595
2016-09-27,0.35147833669231293,0.11431080158047265,0.5342108617272144
2016-09-28,0.4403573042403225,0.12740806894428852,0.4322346268153889
2016-09-29,0.32288517369433506,0.18762876148161106,0.489486064824054
2016-09-30,0.06348650892756935,0.3383512938249253,0.5981621972475052
2016-10-01,0.005652108131521595,0.3478715233164309,0.6464763685520474
2016-10-02,0.022009026177002317,0.26139439562096967,0.7165965782020279
2016-10-03,0.015373042111737848,0.27537950750645185,0.7092474503818103
2016-10-04,0.038720337555315926,0.2635362659977399,0.6977433964469442
2016-10-05,0.013881489438040316,0.30066289876007984,0.6854556118018799
2016-10-06,0.012056635879969007,0.28319807879713593,0.7047452853228949
2016-10-07,0.004244270024523333,0.30402524555529237,0.6917304844201843
2016-10-08,0.003257458120234711,0.31911741562770446,0.6776251262520607
2016-10-09,0.009678744669295818,0.23954732652577435,0.7507739288049298
2016-10-10,0.0076082971445156295,0.220376524956802,0.7720151778986825
2016-10-12,0.0014186151050662712,0.13963728478713847,0.8589441001077952
2016-10-13,0.0015811521410011966,0.011914016272011494,0.9865048315869873
2016-10-14,0.0011115810494580465,0.00846187194398122,0.9904265470065607
2016-10-15,0.0021217093705524393,0.007331041926802328,0.9905472487026453
2016-10-16,0.0013282233353037382,0.006145793510458898,0.9925259831542375
2016-10-17,0.003604634141088603,0.004788542959934134,0.9916068228989773
2016-10-18,0.0053023612968772825,0.004255325315643463,0.9904423133874791
2016-10-19,0.03970658541111225,0.004598484544419401,0.9556949300444684
2016-10-20,0.05139661180351064,0.0038851579285616696,0.9447182302679278
2016-10-21,0.04591339423149486,0.004327000036982549,0.9497596057315226
2016-10-22,0.0023040071467990775,0.0047587137865285735,0.9929372790666723
2016-10-23,0.0024233987851543185,0.004333593818104794,0.9932430073967408
2016-10-24,0.004438310816865373,0.003877367165013447,0.9916843220181212
2016-10-25,0.004050377741157561,0.0030299299341976483,0.9929196923246447
2016-10-26,0.0008843642278962242,0.002343334010745215,0.9967723017613586
