date,P_Sell,P_Hold,P_Buy,P_Sell_cal,P_Hold_cal,P_Buy_cal,pred_label,pred_label_cal,true_label,fold
2022-03-16,0.34014744804543445,0.15897118711214847,0.5008813648424172,0.443393437777121,0.0931126219331954,0.46349394028968377,Buy,Buy,Buy,1
2022-03-17,0.2889288235435277,0.22232358259966664,0.48874759385680566,0.34944103858636855,0.17850703209520374,0.47205192931842765,Buy,Buy,Buy,1
2022-03-18,0.2211276925899286,0.40994482406801486,0.36892748334205655,0.34952953997758984,0.1983913797602419,0.45207908026216825,Hold,Buy,Buy,1
2022-03-19,0.3474123090189385,0.34266050180317414,0.3099271891778874,0.45748116254036597,0.20093290276282738,0.34158593469680654,Sell,Sell,Buy,1
2022-03-20,0.5121283020876967,0.13251603397311,0.3553556639391933,0.45231450293523245,0.09498604561639881,0.45269945144836876,Sell,Buy,Buy,1
2022-03-21,0.33683614868049905,0.19224042956361087,0.47092342175589014,0.443393437777121,0.0931126219331954,0.46349394028968377,Buy,Buy,Buy,1
2022-03-22,0.2456883637419971,0.23134134204695378,0.5229702942110491,0.34944103858636855,0.17850703209520374,0.47205192931842765,Buy,Buy,Buy,1
2022-03-23,0.26882038766468824,0.16008332098784425,0.5710962913474674,0.27598729005901046,0.07489786654561961,0.64911484339537,Buy,Buy,Buy,1
2022-03-24,0.207480455724505,0.16132889983741852,0.6311906444380765,0.27306275248149825,0.07520040491570706,0.6517368426027946,Buy,Buy,Buy,1
2022-03-25,0.2531922728652483,0.2908065595442299,0.45600116759052167,0.34944103858636855,0.17850703209520374,0.47205192931842765,Buy,Buy,Buy,1
2022-03-26,0.3884138525298364,0.3627822809423164,0.24880386652784722,0.5001961553550411,0.21969399764613573,0.2801098469988231,Sell,Sell,Buy,1
2022-03-27,0.28626816570148456,0.16619401627471425,0.5475378180238012,0.27598729005901046,0.07489786654561961,0.64911484339537,Buy,Buy,Buy,1
2022-03-28,0.2679577555753471,0.10895697491575027,0.6230852695089026,0.27598729005901046,0.07489786654561961,0.64911484339537,Buy,Buy,Buy,1
2022-03-29,0.25190208097466865,0.11036813985827436,0.6377297791670571,0.27598729005901046,0.07489786654561961,0.64911484339537,Buy,Buy,Buy,1
2022-03-30,0.38293529723929,0.3358396097358295,0.2812250930248805,0.45748116254036597,0.20093290276282738,0.34158593469680654,Sell,Sell,Buy,1
2022-03-31,0.20137184911362188,0.3705545272985839,0.4280736235877942,0.3353166643800292,0.20272412715786078,0.4619592084621101,Buy,Buy,Buy,1
2022-04-01,0.2502553305317105,0.2503799965813513,0.49936467288693825,0.34944103858636855,0.17850703209520374,0.47205192931842765,Buy,Buy,Sell,1
2022-04-02,0.26776076866791365,0.3150137640633003,0.41722546726878595,0.34952953997758984,0.1983913797602419,0.45207908026216825,Buy,Buy,Sell,1
2022-04-03,0.3676538106509159,0.29653684697668886,0.3358093423723952,0.46686195532771885,0.1845477846942512,0.34859025997803,Sell,Sell,Sell,1
2022-04-04,0.3199256427452109,0.46220658116744084,0.21786777608734825,0.5001961553550411,0.21969399764613573,0.2801098469988231,Hold,Sell,Sell,1
