Date,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,SMA_20_above_50,Close_above_SMA_50,Close_above_SMA_200,ADX_14,Parabolic_SAR_position,log_ret_5d
2014-09-17,,,,,,0.0,0.0,0.0,0.0,0.0,
2014-09-18,,,,,,0.0,0.0,0.0,0.0,0.0,
2014-09-19,,,,,,0.0,0.0,0.0,0.0,-0.1858631371662349,
2014-09-20,,,,,,0.0,0.0,0.0,0.0,-0.14085746467302032,
2014-09-21,,,,,,0.0,0.0,0.0,0.0,-0.16559000481078007,
2014-09-22,,,,,,0.0,0.0,0.0,0.0,-0.1519405182970618,-0.12858386326629268
2014-09-23,,,,,,0.0,0.0,0.0,0.0,-0.05940862656453701,0.02639207769106492
2014-09-24,,,,,,0.0,0.0,0.0,0.0,-0.08726921770814265,0.0694875130489534
2014-09-25,,,,,,0.0,0.0,0.0,0.0,-0.11432120137014608,0.006508456931705742
2014-09-26,,,,,,0.0,0.0,0.0,0.0,-0.1303549016651787,0.013953544239666578
2014-09-27,,,,,,0.0,0.0,0.0,0.0,-0.1405975789729612,-0.006566347607567789
2014-09-28,,,,412.2936411645258,,0.0,0.0,0.0,0.0,-0.20437758563850983,-0.1444375587610486
2014-09-29,,,,406.6280056773752,,0.0,0.0,0.0,0.0,-0.20135957508559144,-0.11968605101108404
2014-09-30,,,,403.59969714918526,,0.0,0.0,0.0,0.0,-0.15350292040088756,-0.06170886594936932
2014-10-01,,,,400.5251268545991,,0.0,0.0,0.0,0.0,-0.15192310758895367,-0.05282685501161909
2014-10-02,,,,396.6092597949372,,0.0,0.0,0.0,0.0,-0.16701775478934455,-0.06314581557579191
2014-10-03,,,,390.901988043132,,0.0,0.0,0.0,0.0,-0.20659989036031629,-0.047977639724841016
2014-10-04,,,,381.3579894694891,,0.0,0.0,0.0,0.0,-0.3005688805746285,-0.13252024767994347
2014-10-05,,,,371.9967618227408,,0.0,0.0,0.0,0.0,-0.3027056244696367,-0.18836647275684032
2014-10-06,389.91039886474607,,,365.5478769284369,,0.0,0.0,0.0,0.0,-0.21832069272435284,-0.15030736994534094
2014-10-07,383.85304870605466,,,361.03082074233123,,0.0,0.0,0.0,0.0,-0.15590591785660338,-0.10945039583195605
2014-10-08,380.2780487060547,,,359.78607946526586,,0.0,0.0,0.0,0.0,-0.06727490730191882,-0.0184494602302018
2014-10-09,378.78954925537107,,,360.5922212362346,,0.0,0.0,0.0,0.0,0.20746470329161723,0.10431822179819271
2014-10-10,376.42245025634764,,,360.74141977200617,,0.0,0.0,0.0,0.0,0.19470358882561148,0.12052005932067306
2014-10-11,374.5963500976562,,,360.9810492271543,,0.0,0.0,0.0,0.0,0.1912872797703873,0.09313781867635974
2014-10-12,373.4162002563477,,,363.6838126122796,381.5885754451554,0.0,0.0,0.0,0.0,0.22126220370784516,0.11867796492911527
2014-10-13,371.14735107421876,,,367.79614935882796,382.2423107058731,0.0,0.0,0.0,0.0,0.24042392565502962,0.10090964057129599
2014-10-15,369.72575225830076,,,371.9464356503785,383.1705106723941,0.0,0.0,0.0,43.17919785790157,0.23861003174477285,0.0783423555395345
2014-10-16,368.2748519897461,,,373.57867628199097,383.12499134524336,0.0,0.0,0.0,41.12742284405905,0.19835198835985288,0.0564414802292499
2014-10-17,367.2415023803711,,,375.14472540867985,383.1718805497045,0.0,0.0,0.0,39.222203188348146,0.18592351399885912,0.05754226538685653
2014-10-18,366.83760223388674,,,377.6519962818036,383.78448095965115,0.0,0.0,0.0,36.9493889772802,0.18813645549590435,0.033491768203032
2014-10-19,367.45585174560546,,,379.481841467716,384.211259406361,0.0,0.0,0.0,34.838918638431394,0.17118066345559352,-0.002225785533801115
2014-10-20,367.82475128173826,,,379.99925066048326,384.1100550963123,0.0,0.0,0.0,33.25690443493775,0.14423572887529632,-0.030680731419913437
2014-10-21,367.80130157470705,,,380.9955207286421,384.28523665240147,0.0,0.0,0.0,31.636232017803092,0.14069167951890063,0.010192151534213578
2014-10-22,367.77845153808596,,,381.3282082322284,384.20173686347937,0.0,0.0,0.0,30.131321916178052,0.12227137186807407,-0.0015647247875556188
2014-10-23,366.9457015991211,,,377.80340576380866,382.29175577636977,0.0,0.0,0.0,29.886135297521037,0.0506481581623837,-0.08814022954270062
2014-10-24,366.8873519897461,,,374.80980506486935,380.51792210557966,0.0,0.0,0.0,29.779449168776534,0.04008254617380749,-0.0834857198602366
2014-10-25,367.80760192871094,,,370.57306522315866,378.05518684544415,0.0,0.0,0.0,30.07059519593357,-0.1582510323940434,-0.09752476699773584
2014-10-26,369.51730194091795,,,368.1316721134059,376.3254700428013,0.0,0.0,0.0,30.34094507829368,-0.13063280627510718,-0.08578353160353035
2014-10-27,370.6628021240234,,,365.8020323531704,374.59684364495496,0.0,0.0,0.0,30.59198425477092,-0.13283052793422256,-0.08201047564437626
2014-10-28,371.7343521118164,,,364.54295221800714,373.33915237307747,0.0,0.0,0.0,30.708415693995438,-0.11497945737597721,-0.0022316815250876653
2014-10-29,370.86690216064454,,,360.0888062487705,370.54299319121753,0.0,0.0,0.0,31.51468791295849,-0.18483373477738577,-0.06560304613135833
2014-10-30,369.88085174560547,,,357.8143733913875,368.67351167155556,0.0,0.0,0.0,32.27340308928923,-0.14428834833942833,-0.005677380477051673
2014-10-31,368.7188018798828,,,354.81539508568125,366.42517854064755,0.0,0.0,0.0,32.9779243244535,-0.15725915253942804,-0.047288475554448706
2014-11-01,366.8913009643555,,,350.34364090633363,363.4121277539271,0.0,0.0,0.0,34.22276413513152,-0.1915244955009617,-0.08030980927976704
2014-11-02,364.2584503173828,,,346.58184973474624,360.63285890482257,0.0,0.0,0.0,35.39316540454744,-0.17453412024311962,-0.09289937679823221
2014-11-03,361.1154495239258,,,343.65448602104726,358.18257199303594,0.0,0.0,0.0,35.95979784399321,-0.14960208583478385,-0.024240283774293304
2014-11-04,357.90139923095705,,,341.6294888477371,356.1314188375911,0.0,0.0,0.0,36.50308080391525,-0.12245883813590858,-0.043845596695571316
2014-11-05,355.7478988647461,,,341.2997201683376,354.8984242890022,0.0,0.0,0.0,35.82116844418561,-0.07789397207896824,0.003437495224291051
2014-11-06,354.0244995117188,371.7352404785156,,342.5289953031967,354.48298608573697,0.0,0.0,0.0,34.34069830819525,-0.03466891760263182,0.06977542275407946
2014-11-07,351.5731506347656,369.4368603515625,,342.5114588788467,353.58906182345436,0.0,0.0,0.0,32.965976039061346,-0.04353534557367318,0.04945744378308882
2014-11-08,349.37025146484376,367.8578204345703,,342.9693892962237,352.98898365814637,0.0,0.0,0.0,31.68944821772272,-0.023631911397263505,0.05330504640811061
2014-11-09,348.3912017822266,367.2271807861328,,346.09163826116765,353.75009654038433,0.0,0.0,0.0,29.72801012816981,0.11737469058301238,0.09454739694494206
2014-11-10,347.41365203857424,366.3875811767578,,349.2966187179832,354.7259420729832,0.0,1.0,0.0,28.650110401009435,0.12383491611250969,0.07772208600653419
2014-11-11,346.64050292968756,365.76506103515624,,352.1271400420195,355.68661357307474,0.0,1.0,0.0,27.64920351150337,0.11987054289159858,0.05135126291144478
2014-11-13,349.75640258789065,366.1367205810547,,362.68219316656456,360.50501148259235,0.0,1.0,0.0,29.71608827433879,0.2259567409176591,0.2059796703211152
2014-11-14,351.73005218505864,365.3772607421875,,368.0877008584873,363.2689360515901,0.0,1.0,0.0,30.611457939979594,0.16154462726559213,0.1410366676692255
2014-11-15,353.1731521606446,364.4358209228516,,369.3254385118691,364.22182935187743,0.0,1.0,0.0,30.662633074916453,0.0934986855134232,0.034812929073534477
2014-11-16,354.83205108642585,363.9619805908203,,372.1802923601032,365.9744337351006,0.0,1.0,0.0,30.71015284307211,0.10299333003780177,0.05554636732617973
2014-11-17,356.5529998779297,363.621640625,,374.52301499731084,367.5621045326452,0.0,1.0,0.0,31.300724302500896,0.08498958244795478,0.05222456405979064
2014-11-18,357.431999206543,363.13520080566406,,374.62685854339765,368.12772627444,0.0,1.0,0.0,31.472026758677853,0.03880354755643871,-0.11454926557335404
2014-11-19,359.68019866943365,363.2026806640625,,375.53887917914903,369.0482645263912,0.0,1.0,0.0,31.631093325127885,0.03712674414653696,-0.04436390282249486
2014-11-20,360.3069488525391,362.8501403808594,,372.81597412664775,368.2180224383541,0.0,0.0,0.0,30.770173265734744,-0.27736695656831095,-0.04985684367466192
2014-11-21,360.9332977294922,362.12822021484374,,369.436284559988,366.931353512799,0.0,0.0,0.0,29.30746689074511,-0.2971051791283795,-0.1003480817972769
2014-11-22,362.29184875488284,361.51432067871093,,366.89531977041054,365.8934764694609,1.0,0.0,0.0,28.23077804244946,-0.2769118791043231,-0.0932369337505249
2014-11-23,364.3758987426758,361.3643408203125,,366.9995779667897,366.01788547519527,1.0,1.0,0.0,27.47118004467644,-0.2144154482813588,-0.020531948352973707
2014-11-24,366.8432495117188,361.71212097167967,,368.52287381444705,366.82404217900023,1.0,1.0,0.0,27.3732798624225,-0.17350538455912123,-0.009648138174607076
2014-11-25,369.0860488891602,362.64176086425783,,369.5728919881259,367.45544586524903,1.0,1.0,0.0,27.537957568699657,-0.1678976025391103,0.04776762528949917
2014-11-26,370.53024902343753,363.59896057128907,,369.38783093105843,367.52319025428153,1.0,1.0,0.0,27.14668146995211,-0.17978604352504476,0.048734796308416525
2014-11-27,371.54924926757815,364.3907806396484,,369.4312436228547,367.6822141930558,1.0,1.0,0.0,26.783353663972242,-0.16584611208574587,0.04636931169629167
