date,P_Sell,P_Hold,P_Buy,pred_label,true_label,fold
2022-03-16,0.006116221624760307,0.055378815653192984,0.9385049627220468,Buy,Buy,1
2022-03-17,0.3073261108352009,0.3615195480711953,0.33115434109360387,Hold,Buy,1
2022-03-18,0.01862623878627587,0.013591415528456136,0.967782345685268,Buy,Buy,1
2022-03-19,0.09332275956985615,0.002903508773423363,0.9037737316567205,Buy,Buy,1
2022-03-20,0.43484079956495136,0.10203560453938505,0.4631235958956636,Buy,Buy,1
2022-03-21,0.4568119950245209,0.5022102454066288,0.04097775956885021,Hold,Buy,1
2022-03-22,0.5639889667116296,0.4318742449249613,0.00413678836340934,Sell,Buy,1
2022-03-23,0.029180546273034992,0.9676747401805138,0.003144713546451223,Hold,Buy,1
2022-03-24,0.06184550288333462,0.9351785652221615,0.0029759318945039174,Hold,Buy,1
2022-03-25,0.0005648734376927187,0.9722578674021408,0.02717725916016635,Hold,Buy,1
2022-03-26,0.0003413536651555657,0.0031583653536027536,0.9965002809812415,Buy,Buy,1
2022-03-27,0.007904547168879414,0.989519788706933,0.002575664124187645,Hold,Buy,1
2022-03-28,0.002667374294663714,0.9533341666821311,0.04399845902320507,Hold,Buy,1
2022-03-29,0.00015926428677070083,0.9960799849676538,0.003760750745575417,Hold,Buy,1
2022-03-30,0.0010591259277405523,0.9964637067207265,0.0024771673515330507,Hold,Buy,1
2022-03-31,0.0009584830635828598,0.876604058926004,0.12243745801041321,Hold,Buy,1
2022-04-01,0.10748913138964228,0.8736631538751247,0.018847714735233043,Hold,Sell,1
2022-04-02,0.36287398253024855,0.5456042910327228,0.09152172643702865,Hold,Sell,1
2022-04-03,0.6734388572270537,0.31285384118204346,0.0137073015909028,Sell,Sell,1
2022-04-04,0.631436016988641,0.3632697812775881,0.005294201733770968,Sell,Sell,1
2022-04-05,0.4690048875732505,0.2030087063271977,0.3279864060995518,Sell,Sell,1
2022-04-06,0.39303386363056186,0.0009093685658786779,0.6060567678035594,Buy,Sell,1
2022-04-07,0.0015863700393371862,0.0009908953656840925,0.9974227345949787,Buy,Sell,1
2022-04-08,0.0006048741142571284,0.0011182384857660204,0.998276887399977,Buy,Sell,1
2022-04-09,0.00044441421151051257,1.0222607667383685e-05,0.9995453631808222,Buy,Sell,1
2022-04-10,3.0092319655988358e-05,1.3747276241820836e-05,0.9999561604041022,Buy,Sell,1
2022-04-11,0.00017409867485502025,0.10089605796999249,0.8989298433551524,Buy,Buy,1
2022-04-12,0.012016315084989444,0.8718876898270447,0.11609599508796574,Hold,Hold,1
2022-04-13,0.24117297143827857,0.754255153069013,0.004571875492708404,Hold,Sell,1
2022-04-14,0.02837258779106746,0.7750241618123961,0.1966032503965365,Hold,Buy,1
