date,P_Sell,P_Hold,P_Buy,pred_label,true_label,fold
2019-01-26,0.05084010781911638,0.10166558429284503,0.8474943078880386,Buy,Sell,1
2019-01-27,0.024649726489982336,0.28049716076741554,0.6948531127426021,Buy,Sell,1
2019-01-28,0.048123740465457594,0.32765283762999753,0.6242234219045449,Buy,Buy,1
2019-01-29,0.02218524356015388,0.20344395423869524,0.7743708022011508,Buy,Hold,1
2019-01-30,0.011564257077874514,0.15575584541266518,0.8326798975094604,Buy,Hold,1
2019-01-31,0.018084865666649488,0.2892506905445163,0.6926644437888343,Buy,Hold,1
2019-02-01,0.0058503280279588515,0.29830973408942085,0.6958399378826202,Buy,Sell,1
2019-02-02,0.04622041990943011,0.39321525420410164,0.5605643258864683,Buy,Sell,1
2019-02-03,0.00880570783238136,0.29027979918006236,0.7009144929875564,Buy,Buy,1
2019-02-04,0.0029887331473054295,0.8452109142836867,0.15180035256900795,Hold,Buy,1
2019-02-05,0.016051053284049127,0.49817558201906587,0.4857733646968851,Hold,Buy,1
2019-02-06,0.003372106374240844,0.88925979190374,0.1073681017220193,Hold,Buy,1
2019-02-07,0.03616224847431964,0.3162726102085819,0.6475651413170985,Buy,Buy,1
2019-02-08,0.20741034556940685,0.7532309303450173,0.03935872408557583,Hold,Hold,1
2019-02-09,0.613331560293839,0.2335383343089264,0.15313010539723454,Sell,Sell,1
2019-02-10,0.9482927903271926,0.005057167562759172,0.0466500421100482,Sell,Sell,1
2019-02-11,0.09839491247792637,0.6707311604643694,0.23087392705770418,Hold,Hold,1
2019-02-12,0.836733504183872,0.09585574492076536,0.06741075089536265,Sell,Hold,1
2019-02-13,0.1890997238665897,0.760495414551401,0.05040486158200946,Hold,Buy,1
2019-02-14,0.0713660322919599,0.9187498811762868,0.00988408653175332,Hold,Buy,1
2019-02-15,0.08376424115375249,0.9144532875884578,0.0017824712577897846,Hold,Buy,1
2019-02-16,0.8976009835933201,0.09812435009638654,0.004274666310293486,Sell,Buy,1
2019-02-17,0.9951515760055655,0.0014836469683412925,0.0033647770260932025,Sell,Buy,1
2019-02-18,0.5822598560641845,0.11346520936884189,0.3042749345669737,Sell,Buy,1
2019-02-19,0.6077222549675211,0.014250278186291874,0.378027466846187,Sell,Sell,1
2019-02-20,0.7649566319998006,0.0014596450724036697,0.23358372292779578,Sell,Sell,1
2019-02-21,0.8152555695596235,0.0010427730703985235,0.1837016573699779,Sell,Sell,1
2019-02-22,0.8122896698503331,7.421810466419947e-05,0.1876361120450026,Sell,Sell,1
2019-02-23,0.33537954461771524,0.002091282152875058,0.6625291732294097,Buy,Sell,1
2019-02-24,0.6122733669707727,0.05418550620150358,0.3335411268277238,Sell,Hold,1
2019-02-25,0.05947156819824511,0.22232478786593277,0.7182036439358221,Buy,Hold,1
2019-02-26,0.9089766735655693,0.029498924069348894,0.0615244023650818,Sell,Hold,1
2019-02-27,0.8577242247939906,0.02761642308632951,0.11465935211967979,Sell,Sell,1
2019-02-28,0.6768604878615735,0.10621976947091297,0.21691974266751357,Sell,Hold,1
2019-03-01,0.7596029020372641,0.04933212226249626,0.19106497570023973,Sell,Hold,1
2019-03-02,0.6147250788542996,0.07467017202948302,0.3106047491162173,Sell,Hold,1
2019-03-03,0.563727181066396,0.05518123251218288,0.38109158642142116,Sell,Buy,1
2019-03-04,0.044838676544498655,0.5715773149166328,0.38358400853886854,Hold,Buy,1
2019-03-05,0.8221343615720987,0.046999547791210405,0.1308660906366909,Sell,Buy,1
2019-03-06,0.8661484217464535,0.030747266806634636,0.1031043114469119,Sell,Hold,1
2019-03-07,0.810349539765717,0.03025344273992611,0.15939701749435692,Sell,Hold,1
2019-03-08,0.8752135924796084,0.04062032256550641,0.08416608495488516,Sell,Hold,1
2019-03-09,0.6783656006670131,0.3002400875447256,0.021394311788261393,Sell,Hold,1
2019-03-10,0.47599070043234193,0.30057786341877485,0.22343143614888322,Sell,Hold,1
2019-03-11,0.42871769428360124,0.49378170422674267,0.07750060148965608,Hold,Buy,1
2019-03-12,0.4368030978701467,0.37895219553627757,0.18424470659357575,Sell,Buy,1
2019-03-13,0.11798158956102835,0.6200872680703382,0.2619311423686334,Hold,Buy,1
2019-03-14,0.07616208545854652,0.2341916363266614,0.6896462782147921,Buy,Buy,1
2019-03-15,0.32093847144783033,0.141590950180651,0.5374705783715187,Buy,Buy,1
2019-03-16,0.20490580090922084,0.07130341519774583,0.7237907838930333,Buy,Hold,1
2019-03-17,0.7785987984454316,0.013391371294854112,0.20800983025971448,Sell,Hold,1
2019-03-18,0.9427971597051511,0.00515723483183813,0.05204560546301077,Sell,Hold,1
2019-03-19,0.9336325659134913,0.0037055717657007207,0.06266186232080787,Sell,Sell,1
2019-03-20,0.9440630739988929,0.0009866936344199466,0.05495023236668698,Sell,Sell,1
2019-03-21,0.7670560174380728,0.09516036618492195,0.13778361637700517,Sell,Sell,1
2019-03-22,0.8350506901378258,0.05290108940066716,0.11204822046150714,Sell,Buy,1
2019-03-23,0.4810055049304344,0.07547467463334773,0.44351982043621785,Sell,Buy,1
2019-03-24,0.0015542768377389195,0.0007701670403964217,0.9976755561218646,Buy,Buy,1
2019-03-25,0.017381347680395603,0.476830863375768,0.5057877889438364,Buy,Buy,1
2019-03-26,0.15243768452430856,0.4273631668592514,0.4201991486164401,Hold,Buy,1
2019-03-27,0.021871781138152243,0.019178086008807344,0.9589501328530404,Buy,Buy,1
2019-03-28,0.002880704147792917,0.008297140426660701,0.9888221554255463,Buy,Buy,1
2019-03-29,0.6811837205985757,0.09734194324349045,0.2214743361579339,Sell,Buy,1
2019-03-30,0.5784008991354754,0.02109981061572759,0.40049929024879705,Sell,Buy,1
2019-03-31,0.49289534192739126,0.002800350535980003,0.5043043075366287,Buy,Buy,1
2019-04-01,0.29178161081621534,0.007532815085551631,0.7006855740982331,Buy,Buy,1
2019-04-02,0.8433057964850741,0.14820302659282425,0.008491176922101775,Sell,Buy,1
2019-04-03,0.5688658143490369,0.4227654524019219,0.008368733249041076,Sell,Buy,1
