Date,RSI_14,Stoch_K_14,Stoch_D_3,MACD_line,MACD_signal,MACD_histogram,Williams_R_14,CCI_20,ROC_10,BB_upper,BB_lower,BB_bandwidth,BB_pct_b,ATR_14,hist_volatility_20,OBV,Volume_SMA_20,Volume_ROC
2015-09-13,42.73798693083037,23.140024225405337,47.15425735511931,-2.517919452978248,-4.118482247228175,1.6005627942499272,-76.85997577459466,-2.58541619286681,1.4653362138244093,244.12948258766795,220.6599140798125,10.099012015390727,0.4197810166425965,7.1539042631247565,0.29092121672794796,19280264,23795940.0,5.701864775197341
2015-09-14,42.87896985717963,21.59427712414593,30.539482921174624,-2.7141147281294025,-3.8376087434084205,1.123494015279018,-78.40572287585407,-34.72266269568451,0.15023709965207363,243.53455189631626,222.15834513737514,9.180387716926944,0.39696715842525915,6.962839951919416,0.23225070999447986,40278064,21791370.0,0.1688737930771289
2015-09-15,42.58812527829652,11.706957731471148,18.81375302700749,-2.864021107659312,-3.642891216258599,0.7788701085992873,-88.29304226852885,84.64271616247258,-2.006219239388127,243.34068613124066,222.7995116226656,8.813303211159473,0.36533885775099134,8.562637141807429,0.22371687523962874,21100264,21159860.0,-7.225441914916264
2015-09-16,41.506436300801646,7.455008510476626,13.585414455364587,-3.0455940368978816,-3.523431780386456,0.47783774348857433,-92.54499148952337,-63.26255443685607,-4.48173494164774,243.0167257653823,223.55567261108254,8.342136492436547,0.2844312053925625,8.223377598823976,0.22391731022094055,956064,21071800.0,-20.9215779411707
2015-09-17,42.43966343443683,8.58672826344018,9.249564835129336,-3.0957887475973678,-3.4379031738286385,0.34211442623127075,-91.41327173655982,-57.70170876229779,-4.184752178834099,243.02322319466808,223.39057532828113,8.418553622795939,0.326976894507608,7.733065540983868,0.19819167297252827,19891464,20451740.0,-10.649201121167218
2015-09-18,46.48703009189389,17.53622040249951,11.19265239213879,-2.8473561299169035,-3.319793765046292,0.4724376351293884,-82.46377959750049,-10.813585586628959,-4.364401991653268,243.05789105217605,223.67540820319505,8.30559245715012,0.47979394450022483,7.505203664312029,0.20252141443313287,40133664,20606725.0,-24.69195511771184
2015-09-19,44.895152838718936,12.872881091449464,12.998609919129736,-2.738489698217961,-3.203532951680626,0.46504325346266473,-87.12711890855054,-31.698121689044683,-2.802644802108174,243.0061562326987,224.000342485563,8.139421528093814,0.39422956732839204,7.120260353607821,0.20328808702919235,27421064,20271725.0,-46.21441294313263
2015-09-20,44.58342429374888,11.988707156695492,14.132602883548174,-2.644402830144827,-3.0917069273734663,0.4473040972286393,-88.01129284330452,-40.54885632670556,-3.0464150577116054,242.99318245256268,224.12891685163652,8.076802886879207,0.3754765180601642,6.715599030568315,0.20248401999182045,12976364,19958425.0,-31.914402205934344
2015-09-21,40.171551633990326,1.7268621126555264,8.862816786933513,-2.8697716882576003,-3.0473198795502934,0.17754819129269306,-98.27313788734448,-88.632560782529,-5.423410482133184,243.0708083003079,223.94769145555145,8.189447250913332,0.16405878203771931,6.571341895921137,0.2106152691114474,-6702436,19913605.0,2.3620654678616626
2015-09-22,45.173431839436404,16.14851439024871,9.954694553199928,-2.731804859691465,-2.984216875578528,0.25241201588706286,-83.8514856097513,-72.8893156049885,-1.9602207269760807,243.03675957016475,224.1151401490735,8.100842330926309,0.34367333588256754,6.621174417096973,0.2171827823353851,18306864,20226050.0,39.229844231904075
2015-09-23,44.791053843398494,15.165125483542099,11.013500662148799,-2.61930247635172,-2.9112339957331663,0.29193151938144624,-84.8348745164579,-58.294855565027255,-0.09933914677291086,242.86361420495018,224.59828612463969,7.814680968623239,0.31123003162644897,6.308519337011363,0.2144130235687426,1052764,20214655.0,-6.627594865467456
2015-09-24,50.509320372296195,27.62953732255192,19.647725732114264,-2.1625975565589215,-2.7615067078983175,0.598909151339396,-72.37046267744807,-16.64970609489997,1.6844183299444246,242.94232774153474,224.9426728688168,7.694050824128819,0.5325843276984722,6.241196335400061,0.21872927048274088,26150564,20421425.0,19.525855089580823
2015-09-25,51.29616821029075,29.434880608326868,24.076514471473647,-1.731076275271846,-2.5554206213730235,0.8243443461011775,-70.56511939167314,12.98111144018272,2.101568500735066,242.9517324488102,224.9457681615414,7.696542197289283,0.5663806096767683,6.062753469715793,0.2066195409003458,48514164,20506035.0,16.611915861047667
2015-09-26,50.17308706680843,27.074684521815247,28.046367484231364,-1.437399256669977,-2.3318163484324144,0.8944170917624374,-72.92531547818476,-0.15208032845000757,2.2912261248187447,242.26679669202997,225.0807039183216,7.354738284151936,0.538766579552864,5.775770948232186,0.19241059384631998,34790064,19918555.0,-31.870712165288275
2015-09-27,47.94723242323902,22.42770832848074,26.312424486207636,-1.317208414395651,-2.128894761625062,0.8116863472294109,-77.57229167151925,-14.504570251135123,1.2823664143830606,241.43614939748971,225.2023515790728,6.957761858245075,0.4653656704123966,5.509644669912587,0.19336745990993687,20610164,19567940.0,-25.11433611119913
2015-09-28,56.35737211074639,41.17126931256834,30.22455405428813,-0.6986865868331904,-1.8428531266666877,1.1441665398334973,-58.82873068743166,67.94492581219073,2.647061713031946,240.25826487159554,225.9337364711779,6.145334265349337,0.9220730659064909,5.606956427586241,0.21039403367693651,45323164,19459630.0,22.08653209631364
2015-09-29,52.82341072988218,78.78783785468787,47.46227183191234,-0.40196807498853104,-1.5546761163310565,1.1527080413425255,-21.21216214531213,85.19404702055368,2.2436964958103096,240.00121345621434,226.0426876057974,5.990219298486058,0.7625668332193989,5.483174409809432,0.1977796100453546,22631864,19412410.0,78.49456444787062
