Date,RSI_14,Stoch_K_14,Stoch_D_3,MACD_line,MACD_signal,MACD_histogram,Williams_R_14,CCI_20,ROC_10,BB_upper,BB_lower,BB_bandwidth,BB_pct_b,ATR_14,hist_volatility_20,OBV,Volume_SMA_20,Volume_ROC
2014-10-07,28.431847125076942,31.93862977297025,26.40796809601214,,,,-68.06137022702976,-134.30048461847542,-15.852267480102123,449.6259686709643,318.080128741145,34.2698437262,0.13764694487689721,25.432419453275156,0.6612339519059409,-168412596,36374439.8,227.35989034752117
2014-10-08,36.780527501497374,47.416269008688,35.37994582577738,,,,-52.583730991312,-90.02733926672973,-6.426887178872681,444.5945910873064,315.96150632480294,33.82606100988322,0.2874726683642631,25.55696273451443,0.6594984566172627,-113676296,37387094.8,131.80283992495757
2014-10-09,42.03399742934323,60.27444008883087,46.5431129568297,,,,-39.72555991116913,-34.97896838340801,-2.780806097354507,443.0711638087017,314.5079347020404,33.940542805204736,0.3929433526643161,26.234251215252236,0.6316174982895589,-30035192,39673165.0,157.37545734005792
2014-10-10,40.9828202906682,61.593686265645765,56.42813178772155,,,,-38.406313734354235,-34.926822406557356,-6.559602554730393,439.57064912276536,313.27425138992993,33.55177079550549,0.38233679816400556,25.939231370496493,0.6146798670704476,-73700892,40013270.0,25.81128465769449
2014-10-11,41.31905893867182,65.34404079462986,62.40405571636884,,,,-34.65595920537013,-33.75289779412769,-5.556607417995582,437.1576130622091,312.03508713310333,33.4019607763094,0.40171762617583995,24.889287754886254,0.6111806024278644,-60355692,39351525.0,-49.121215125012384
2014-10-12,48.31157292801313,87.43180981125572,71.45651229051045,-17.904762832875747,,,-12.56819018874428,-5.539577621738995,0.9270274367087092,434.73179744029295,312.1006030724024,32.8403519407313,0.5418556713940395,24.77498159131179,0.6339146690415429,-42802892,39022785.0,-19.400120306552115
2014-10-13,52.73980605622911,93.68849230529108,82.15478097039222,-14.446161347045063,,,-6.311507694708921,40.894486269848436,8.595543020327934,426.0898122833783,316.2048898650592,29.606818451021432,0.675334795407864,25.02884076405849,0.5685926320486216,-7581492,38528880.0,13.980686834168242
2014-10-14,56.29339237064155,91.15373750675975,90.75801320776885,-10.737705859132689,,,-8.846262493240243,95.48279800299439,21.894631366795277,421.4929484780507,318.56825452487897,27.815184348412416,0.7996306564657247,24.761351893913687,0.5720482759818853,30910008,38922070.0,-18.513226001079673
2014-10-15,53.75518992063871,86.17262244167037,90.33828408457373,-8.196222934800574,,,-13.827377558329628,83.3199994429099,23.170259344657143,418.4126697868836,319.9684337287414,26.66488500028604,0.7598675099777754,23.954183796859585,0.5664378790468323,5642908,38844705.0,-69.67029470941215
2014-10-16,48.98869412461028,76.19156846060044,84.50597613634353,-7.086204695526476,,,-23.808431539399567,55.96414894285054,15.898311663180637,415.0595162673472,321.13468844456685,25.516318173011104,0.6539411648130328,24.081527776492386,0.5735755627697849,-21347092,39121165.0,-65.84054533626622
2014-10-17,49.46348981292602,77.17357510305119,79.845922001774,-6.039892107573337,,,-22.82642489694881,50.52857376920282,14.1501551899679,412.63622486291547,321.9817805081783,24.680703084303765,0.6814471759989588,23.082060739443822,0.5728171873913891,-7746392,39049735.0,-72.35624462651347
2014-10-18,52.506760954787026,83.45124211237017,78.9387952253406,-4.538332952257576,,,-16.548757887629836,73.54913853044053,10.9089316530421,414.3848843713913,321.6592196325149,25.195681681157602,0.7525722964400833,22.58955505813868,0.5381294301621634,3670408,38439910.0,-79.14217804272484
2014-10-19,51.67978777543701,79.70275434996704,80.10919052179615,-3.46142637420661,,,-20.297245650032966,74.31751292107467,6.717326696748446,415.93935235712195,321.51264959600303,25.608908108197397,0.7204883619238764,21.51044359890779,0.5381780144303524,-2244162,37110753.5,-92.92863231456151
2014-10-20,48.75698714200413,68.36849264929745,77.17416303721156,-3.1128015055058995,-7.666231336523483,4.553429831017583,-31.631507350702552,53.189610131215815,5.886400897257046,415.4510272108773,321.59107483990397,25.46935978550287,0.6526098174298907,20.819126251301658,0.5314397952568518,-18663162,36196338.5,-62.39840423948316
2014-10-21,50.39368473158134,70.15384093161117,72.74169597695857,-2.5146158028464356,-6.635908229788074,4.121292426941638,-29.846159068388832,62.645260844594816,6.672939788308694,415.7941310494536,321.53397258824174,25.568036263955822,0.6889552762845946,20.17575874772096,0.5316557512601909,-4474262,35594313.5,6.32212331025388
2014-10-22,48.85802562773558,55.41389036153309,64.64540798081391,-2.281900513390667,-5.7651066865085925,3.4832061731179254,-44.58610963846691,53.9470385494424,1.2175380557732822,416.54880081306555,321.5879026781454,25.72989466199898,0.6483730465178325,19.18656139785585,0.5259761537795249,-16115562,35087493.5,-33.6783874937332
2014-10-23,39.250382948047765,9.285742491536027,44.95115792822677,-4.0472099668116925,-5.421527342569213,1.3743173757575207,-90.71425750846397,-6.178558740388361,-8.195661312680928,416.5405051027773,321.4866982663633,25.758889754330834,0.3885198831088703,19.859022239694273,0.5587764220474571,-42572462,34865278.5,-24.884019374584764
2014-10-24,39.22621149366333,8.631185384091957,24.443606079053694,-5.389907992150256,-5.415203472485422,0.025295480335166154,-91.36881461590805,-37.88623039041629,-10.608175821204307,414.6521781281617,326.3229256316039,23.841355005955883,0.3625308115264208,19.22909269006767,0.4495148918010242,-58158162,33282738.5,-59.508722705012794
2014-10-25,35.594941314783526,6.384654338604584,8.100527404744193,-7.263852347005582,-5.784933247389454,-1.4789190996161272,-93.61534566139542,-81.91899876520704,-12.03274107558781,411.21599922823674,332.43520316434143,21.187566378009144,0.18831737771951393,19.068727374454575,0.45493968177868044,-76285662,30023708.7,-28.25650747414622
2014-10-26,39.63434296463275,17.185159498848403,10.733666407181653,-8.056316445435016,-6.239209886998567,-1.817106558436449,-82.8148405011516,-83.59089850504057,-7.280500048063135,408.4914917712689,337.62221062130925,18.99691184405317,0.24103249124696535,18.79881888663081,0.4497462260887763,-65013162,26636743.7,-58.234531307891814
2014-10-27,39.02615784587375,14.693192309431934,12.754335382294977,-8.722191826481435,-6.735806274895141,-1.9863855515862943,-85.30680769056806,-89.35168792073549,-8.017808693483603,406.4769649210609,341.31693766682974,17.427268938334976,0.17912939108366205,18.086260255219678,0.44719142220499114,-78046162,24828398.7,-4.174049865080476
2014-10-28,41.62969942064246,24.83741091537346,18.905254241217936,-8.775226082906727,-7.143690236497458,-1.6315358464092684,-75.16258908462653,-82.00056361161471,-8.640865265311122,406.16833737641946,342.0933661147915,17.126353243168644,0.24228876040269104,17.31617189365823,0.41512337225974166,-70200282,22483877.7,-31.27776609908205
2014-10-29,34.1559216097251,0.3907983741018057,13.307133866302403,-10.473914805901813,-7.80973515037833,-2.6641796555234833,-99.6092016258982,-131.79920685873526,-13.850735974362935,408.6899305432698,336.62827319208174,19.33715210229208,-0.014394198138656666,17.68573252639358,0.45422503693012223,-88392982,19211457.5,207.59125346390354
2014-10-30,39.328953821257976,17.03059274782137,14.086267345765549,-10.910530305563611,-8.429894181415387,-2.4806361241482247,-82.96940725217863,-116.4147038920404,-9.805537077727378,409.53707319828095,334.1554286327737,20.272261554314227,0.14790820905105748,17.55396616150609,0.4681858726595369,-58215082,18537067.5,83.79864790791156
2014-10-31,37.07375429927973,5.4072887473094084,7.609559956410866,-11.685397920339426,-9.080994929200195,-2.6044029911392315,-94.59271125269059,-115.22059754131196,-12.459794537481917,410.9140492321029,330.3806529163346,21.727767939623618,0.09859712679729062,17.078898231164136,0.472201852021478,-70760482,18497077.5,-11.58299797729211
2014-11-01,33.36482660096782,6.44037109815795,9.626084197762914,-13.162217304796627,-9.897239404319482,-3.2649779004771453,-93.55962890184205,-137.16246412519146,-14.983113534094429,412.5518652817404,323.4628350356424,24.20849208791107,0.025661497021173457,17.24997685918366,0.4523340711885491,-87437682,18453297.5,43.25891438241434
2014-11-02,33.446388127903035,7.3118467290210685,6.386502191496146,-14.157864914813501,-10.749364506418287,-3.4085004083952146,-92.68815327097893,-132.5451646679543,-9.074623861434967,411.6524768523924,317.9100231476076,25.698265386388364,0.08514792207749312,16.619548563019872,0.4304655859874717,-78834062,17122408.5,-67.4806194225325
2014-11-03,34.45056634294748,9.619521761256907,7.79057986281198,-14.644007332375168,-11.528293071609664,-3.115714260765504,-90.3804782387431,-109.8696233799064,-8.592561782670424,407.58967756814087,314.64122147971074,25.739263222043846,0.13892392256313893,16.041082709327604,0.4134776736368386,-65885562,15845258.5,-16.920638790686336
2014-11-04,36.28085937865686,14.51949959242516,10.483622694234382,-14.623632999420067,-12.147361057171745,-2.4762719422483226,-85.48050040757484,-101.91960238096652,-4.831670910601776,403.5032215040079,312.2995769579062,25.48289689341146,0.19947039975391692,15.37314840447608,0.41834647657211355,-50230062,15364678.5,-13.636739760033102
