date,P_Sell,P_Hold,P_Buy,P_Sell_cal,P_Hold_cal,P_Buy_cal,pred_label,pred_label_cal,true_label,fold
2022-06-09,0.12252492,0.6899784,0.18749662,0.48529413,0.29411763,0.22058824,Hold,Sell,Sell,1
2022-06-10,0.20388111,0.36230266,0.43381625,0.3640923,0.220662,0.41524574,Buy,Buy,Sell,1
2022-06-11,0.212204,0.43084535,0.35695067,0.37078655,0.2247191,0.4044944,Hold,Buy,Sell,1
2022-06-12,0.27581263,0.28962436,0.434563,0.38575983,0.19872476,0.4155154,Buy,Buy,Sell,1
2022-06-13,0.3338806,0.22758313,0.43853623,0.4121349,0.14394027,0.44392487,Buy,Buy,Sell,1
2022-06-14,0.33733806,0.15138544,0.5112765,0.4121349,0.14394027,0.44392487,Buy,Buy,Sell,1
2022-06-15,0.24305949,0.20828621,0.5486543,0.37919953,0.13243744,0.48836303,Buy,Buy,Sell,1
2022-06-16,0.15173043,0.12575603,0.7225135,0.2864499,0.10592909,0.607621,Buy,Buy,Buy,1
2022-06-17,0.12876803,0.12167594,0.749556,0.2836823,0.1008565,0.61546123,Buy,Buy,Sell,1
2022-06-18,0.20882793,0.16534367,0.62582844,0.30966428,0.11451375,0.575822,Buy,Buy,Buy,1
2022-06-19,0.15519525,0.25092694,0.5938778,0.30966428,0.11451375,0.575822,Buy,Buy,Buy,1
2022-06-20,0.096684046,0.48198226,0.42133367,0.3640923,0.220662,0.41524574,Hold,Buy,Buy,1
2022-06-21,0.073170014,0.48154178,0.44528824,0.34104505,0.22865944,0.43029547,Hold,Buy,Buy,1
2022-06-22,0.20239559,0.2683358,0.5292686,0.39780703,0.14849563,0.45369726,Buy,Buy,Buy,1
2022-06-23,0.086885296,0.62264884,0.2904659,0.3766462,0.22827041,0.3950834,Hold,Buy,Hold,1
2022-06-24,0.14557512,0.62485206,0.22957282,0.46478876,0.28169015,0.25352114,Hold,Sell,Sell,1
2022-06-25,0.22024988,0.49943694,0.28031313,0.39759037,0.24096385,0.36144578,Hold,Sell,Sell,1
2022-06-26,0.35819298,0.4617528,0.18005423,0.50896573,0.2913272,0.19970702,Hold,Sell,Sell,1
2022-06-27,0.24490643,0.5506024,0.2044912,0.47903225,0.27419356,0.2467742,Hold,Sell,Sell,1
2022-06-28,0.27567163,0.48406124,0.24026717,0.47903225,0.27419356,0.2467742,Hold,Sell,Sell,1
2022-06-29,0.21857877,0.6236405,0.15778078,0.6226415,0.3773585,0.0,Hold,Sell,Buy,1
2022-06-30,0.14062631,0.70293933,0.1564344,0.6226415,0.3773585,0.0,Hold,Sell,Buy,1
2022-07-01,0.19113016,0.5654344,0.24343546,0.46478876,0.28169015,0.25352114,Hold,Sell,Buy,1
2022-07-02,0.17391215,0.34535554,0.48073226,0.3640923,0.220662,0.41524574,Buy,Buy,Buy,1
2022-07-03,0.19997112,0.46764424,0.33238468,0.3766462,0.22827041,0.3950834,Hold,Buy,Buy,1
2022-07-04,0.42276156,0.3507826,0.22645585,0.47903225,0.27419356,0.2467742,Sell,Sell,Buy,1
2022-07-05,0.21545501,0.51056373,0.27398124,0.39759037,0.24096385,0.36144578,Hold,Sell,Hold,1
2022-07-06,0.33678097,0.24826661,0.41495243,0.4121349,0.14394027,0.44392487,Buy,Buy,Sell,1
2022-07-07,0.40284905,0.24769948,0.34945148,0.42736298,0.14925876,0.42337823,Sell,Sell,Sell,1
