date,P_downtrend,P_range,P_uptrend,pred_label,true_label,fold
2020-02-11,0.272960549422357,0.3648478421037122,0.3621916084739309,range,uptrend,1
2020-02-12,0.24816249706329574,0.35245333098089937,0.39938417195580483,uptrend,uptrend,1
2020-02-13,0.24447258775634498,0.4164211574081325,0.3391062548355226,range,uptrend,1
2020-02-14,0.2080806726883239,0.46708456557710004,0.324834761734576,range,downtrend,1
2020-02-15,0.24437174852518598,0.5475472118072653,0.20808103966754868,range,downtrend,1
2020-02-16,0.2561577810205282,0.5627457840160898,0.18109643496338199,range,downtrend,1
2020-02-17,0.2822396565357504,0.5648059655305707,0.15295437793367886,range,downtrend,1
2020-02-18,0.27006050083132405,0.5596452136959698,0.17029428547270628,range,downtrend,1
2020-02-19,0.2504649383143377,0.663634706451734,0.08590035523392829,range,downtrend,1
2020-02-20,0.24882996525795176,0.6445307231935603,0.10663931154848799,range,downtrend,1
2020-02-21,0.24758524358403902,0.6441717201390129,0.10824303627694801,range,downtrend,1
2020-02-22,0.24751391201787482,0.6533006476477662,0.09918544033435907,range,downtrend,1
2020-02-23,0.24135403543850867,0.6589797212038604,0.09966624335763104,range,downtrend,1
2020-02-24,0.2474539468335311,0.6335249177279983,0.11902113543847068,range,downtrend,1
2020-02-25,0.26675980494780793,0.6284094129500412,0.1048307821021508,range,downtrend,1
2020-02-26,0.2614328937093007,0.6764549616276836,0.06211214466301565,range,downtrend,1
2020-02-27,0.2750254834974727,0.6501789140009838,0.07479560250154349,range,downtrend,1
2020-02-28,0.24476837278326807,0.6800482655054575,0.07518336171127453,range,downtrend,1
2020-02-29,0.24474874411853495,0.6666400204531923,0.08861123542827265,range,downtrend,1
2020-03-01,0.2702322376127407,0.6159799501469598,0.11378781224029955,range,range,1
2020-03-02,0.2983142086606907,0.51303162674893,0.18865416459037923,range,range,1
2020-03-03,0.3567098195109099,0.4331303319273009,0.21015984856178913,range,range,1
2020-03-04,0.35717649773055776,0.39890342339225787,0.2439200788771844,range,range,1
2020-03-05,0.34686849291238436,0.34670963756665735,0.3064218695209584,downtrend,range,1
