,P_Risk-On,P_Risk-Off,P_Neutral,regime_label,regime_cluster
2005-08-18,0.9999528886188772,4.711138112278755e-05,8.560466939627087e-20,Risk-On,2
2005-08-19,0.999973350789456,2.6649210544174067e-05,3.317148297207101e-20,Risk-On,2
2005-08-22,0.999957144729345,4.2855270654485656e-05,6.978912099497417e-20,Risk-On,2
2005-08-23,0.9999688660410823,3.1133958917397406e-05,1.0435281147710167e-19,Risk-On,2
2005-08-24,0.9999305460343588,6.945396564090239e-05,2.5607004135151986e-19,Risk-On,2
2005-08-25,0.9999581150588551,4.1884941144767744e-05,3.233955270468873e-20,Risk-On,2
2005-08-26,0.999960807125245,3.9192874754733696e-05,1.506949932678718e-20,Risk-On,2
2005-08-29,0.9999702972942249,2.9702705775035844e-05,2.980616469235197e-20,Risk-On,2
2005-08-30,0.9999635873524182,3.641264758200417e-05,1.458558836836084e-20,Risk-On,2
2005-08-31,0.9999482943537784,5.170564622191253e-05,1.0529244051986474e-20,Risk-On,2
2005-09-01,0.9999227765596752,7.722344032502532e-05,1.2124463757657557e-20,Risk-On,2
2005-09-02,0.9999317500618267,6.824993817303987e-05,7.835599746670483e-22,Risk-On,2
2005-09-05,0.999951241679133,4.875832086729837e-05,3.340992845413665e-22,Risk-On,2
2005-09-06,0.9999194339462764,8.056605372389488e-05,3.764003996863705e-21,Risk-On,2
2005-09-07,0.9999729977551911,2.7002244808783935e-05,6.472918448192513e-23,Risk-On,2
2005-09-08,0.9999775522341103,2.2447765889708788e-05,1.2047597340624855e-23,Risk-On,2
2005-09-09,0.999966166839204,3.383316079570989e-05,1.767267947945359e-23,Risk-On,2
2005-09-12,0.9999704200025561,2.9579997444218887e-05,3.416710769657653e-22,Risk-On,2
2005-09-13,0.9999771771553593,2.282284464107078e-05,3.2162731065380443e-23,Risk-On,2
2005-09-14,0.9999766324744309,2.3367525569233267e-05,6.87169147862018e-23,Risk-On,2
2005-09-15,0.9999187094287427,8.129057125675693e-05,6.093070093746522e-17,Risk-On,2
2005-09-16,0.9997983394014106,0.00020166059858948214,4.014895629829179e-16,Risk-On,2
2005-09-19,0.9995819394929647,0.00041806050694991704,8.601341855117306e-14,Risk-On,2
2005-09-20,0.9997455942669738,0.00025440573300228243,2.3569975181367922e-14,Risk-On,2
2005-09-21,0.9996357738355065,0.0003642261644773523,1.526498390524632e-14,Risk-On,2
2005-09-22,0.9996705450541101,0.0003294549458457512,4.358515762227777e-14,Risk-On,2
2005-09-23,0.9991393046437612,0.0008606953557745154,4.638620608861557e-13,Risk-On,2
2005-09-26,0.9996342248646229,0.0003657751348981708,4.791181081792256e-13,Risk-On,2
2005-09-27,0.999499629623086,0.0005003703692026181,7.711775909720144e-12,Risk-On,2
2005-09-28,0.999559139297445,0.00044086067435188787,2.820371659650204e-11,Risk-On,2
2005-09-29,0.9996282636022329,0.0003717363881490121,9.617973269354743e-12,Risk-On,2
2005-09-30,0.9997068724428146,0.0002931275528612989,4.324285267242e-12,Risk-On,2
2005-10-03,0.9996183488667053,0.0003816511107271943,2.256768061182206e-11,Risk-On,2
2005-10-04,0.9998488811226945,0.00015111887701766617,2.8764968234923247e-13,Risk-On,2
2005-10-05,0.999862896815471,0.0001371031845211189,8.041666682876764e-15,Risk-On,2
2005-10-06,0.9993090040268219,0.0006909959731775058,5.317017615684996e-16,Risk-On,2
2005-10-07,0.9994900708738572,0.0005099291261385661,3.384970080606563e-15,Risk-On,2
2005-10-10,0.9995464161204162,0.0004535838795830132,4.871617101002398e-16,Risk-On,2
2005-10-11,0.9998483746483835,0.00015162535161394256,2.1529124273728373e-15,Risk-On,2
2005-10-12,0.9999410461117344,5.895388826581983e-05,1.734877721820792e-16,Risk-On,2
2005-10-13,0.9999508054905248,4.919450947529026e-05,1.2784035015502375e-16,Risk-On,2
2005-10-14,0.9999727587795648,2.7241220435422007e-05,8.195174379602936e-18,Risk-On,2
2005-10-17,0.9999458592034793,5.414079651940217e-05,9.63185390647078e-16,Risk-On,2
2005-10-18,0.9999291708272613,7.082917273519061e-05,3.939558670649785e-15,Risk-On,2
2005-10-19,0.9999346584136027,6.534158639705338e-05,2.931632137684869e-16,Risk-On,2
2005-10-20,0.9999362337457985,6.376625420168375e-05,4.5105341278241943e-17,Risk-On,2
2005-10-21,0.9999462918488523,5.3708151147561896e-05,5.290358682244495e-16,Risk-On,2
2005-10-24,0.9999018672471941,9.813275280322488e-05,2.286199267295824e-15,Risk-On,2
2005-10-25,0.9999566869000085,4.331309999155089e-05,3.2874542283386995e-16,Risk-On,2
2005-10-26,0.9998564380588468,0.00014356194114672222,6.0193242145025406e-15,Risk-On,2
2005-10-27,0.9998757137789154,0.00012428622108410592,7.422731434537197e-16,Risk-On,2
2005-10-28,0.9998702883212299,0.0001297116787603735,9.382586414118627e-15,Risk-On,2
2005-10-31,0.999817447964724,0.00018255203523083433,4.471903937314467e-14,Risk-On,2
2005-11-01,0.9998774912319395,0.00012250876805126176,9.448902576436495e-15,Risk-On,2
2005-11-02,0.9999173460431486,8.26539568512092e-05,1.997170922068105e-16,Risk-On,2
2005-11-03,0.9997554842489148,0.0002445157510843795,1.1846437652032695e-15,Risk-On,2
2005-11-04,0.99991891876735,8.108123264782117e-05,1.756258783327893e-15,Risk-On,2
2005-11-07,0.9999701565635033,2.9843436496469414e-05,1.0910112408057235e-16,Risk-On,2
2005-11-08,0.9999692789339543,3.0721066046056387e-05,9.605996965238303e-17,Risk-On,2
2005-11-09,0.9999782335962524,2.1766403747727435e-05,9.575185619707882e-17,Risk-On,2
2005-11-10,0.9999744832924995,2.5516707499354937e-05,1.1097142204960573e-15,Risk-On,2
2005-11-11,0.9999720511417546,2.7948858243887726e-05,1.8289768254436043e-15,Risk-On,2
2005-11-14,0.9999727750781444,2.7224921854670127e-05,7.073564012926478e-16,Risk-On,2
2005-11-15,0.9999843847916364,1.561520836311736e-05,2.048872046840033e-17,Risk-On,2
2005-11-16,0.9999866879947303,1.3312005269925786e-05,2.1018230724318276e-16,Risk-On,2
2005-11-17,0.9999722425017765,2.7757498222864043e-05,6.49067251073948e-16,Risk-On,2
2005-11-18,0.9999783500587972,2.1649941202046658e-05,3.082524228714612e-16,Risk-On,2
2005-11-21,0.9999628371153692,3.7162884620614406e-05,1.0195511103222076e-14,Risk-On,2
2005-11-22,0.9999373288665497,6.26711334452925e-05,5.340293142793164e-15,Risk-On,2
2005-11-23,0.9999240133963582,7.598660362163266e-05,2.0391082791505274e-14,Risk-On,2
2005-11-24,0.9999537201750214,4.6279824971396265e-05,6.803156331064113e-15,Risk-On,2
2005-11-25,0.9999613551846197,3.8644815356721957e-05,2.390423186425415e-14,Risk-On,2
2005-11-28,0.9999490012002493,5.099879974590418e-05,5.054258280165548e-15,Risk-On,2
2005-11-29,0.9998838430892495,0.00011615691064761284,1.0289416824029719e-13,Risk-On,2
2005-11-30,0.9998864370660574,0.00011356293392345228,1.8702956404987794e-14,Risk-On,2
2005-12-01,0.9998729304056367,0.00012706959418036742,1.8254837543528942e-13,Risk-On,2
2005-12-02,0.9998275066808433,0.00017249331883723357,3.194407612752811e-13,Risk-On,2
2005-12-05,0.9998987625170186,0.00010123748286314944,1.1852261772306737e-13,Risk-On,2
2005-12-06,0.9999117452842938,8.825471563101576e-05,7.485642598700867e-14,Risk-On,2
2005-12-07,0.9999487069317938,5.1293068161802406e-05,4.420285372418416e-14,Risk-On,2
2005-12-08,0.9999174637050656,8.253629492803834e-05,6.794768886319085e-15,Risk-On,2
2005-12-09,0.999876335869271,0.0001236641307098881,1.842916749224643e-14,Risk-On,2
2005-12-12,0.9999181562902525,8.184370974689003e-05,6.373694364529673e-16,Risk-On,2
2005-12-13,0.9999450478207023,5.4952179297050634e-05,3.664403714169238e-16,Risk-On,2
2005-12-14,0.9999833302386578,1.666976134181209e-05,1.6042685698834552e-18,Risk-On,2
2005-12-15,0.9999874054486287,1.2594551371407366e-05,6.18805070503246e-19,Risk-On,2
2005-12-16,0.9999882655300092,1.1734469990746406e-05,1.2570264819898706e-19,Risk-On,2
2005-12-19,0.9999813635612641,1.8636438735869008e-05,9.86093147288269e-19,Risk-On,2
2005-12-20,0.9999815483011087,1.8451698890839905e-05,1.4425958574337937e-18,Risk-On,2
2005-12-21,0.9999811845403065,1.8815459693889344e-05,1.05635673087527e-18,Risk-On,2
2005-12-22,0.9999811921317799,1.880786822021783e-05,2.2817679234859294e-18,Risk-On,2
2005-12-23,0.9999852263276634,1.4773672336640953e-05,2.2993540694679965e-18,Risk-On,2
2005-12-26,0.9999914402431085,8.559756891923314e-06,9.815991771741262e-19,Risk-On,2
2005-12-27,0.9999917987136716,8.201286328644615e-06,2.7374575663262237e-18,Risk-On,2
2005-12-28,0.9999857628897523,1.4237110247685441e-05,3.715198105671289e-17,Risk-On,2
2005-12-29,0.9999839342419656,1.606575803414617e-05,5.72619090768979e-18,Risk-On,2
2005-12-30,0.9999784376414063,2.156235859388141e-05,6.372320428132508e-18,Risk-On,2
2006-01-02,0.9999742255338876,2.5774466112505656e-05,5.292263743140085e-18,Risk-On,2
2006-01-03,0.9999850541821168,1.4945817883248334e-05,2.008203041356375e-18,Risk-On,2
2006-01-04,0.9999831886660735,1.6811333926688498e-05,4.446759929303146e-19,Risk-On,2
2006-01-05,0.9999866613075529,1.333869244709103e-05,1.0771816758546478e-19,Risk-On,2
2006-01-06,0.9999685828426634,3.141715733678792e-05,1.0176681910312717e-19,Risk-On,2
2006-01-09,0.9999536613973211,4.6338602678627526e-05,2.7806815445702967e-18,Risk-On,2
2006-01-10,0.9999813574118783,1.864258812189932e-05,1.2921166873300797e-18,Risk-On,2
2006-01-11,0.99996714366166,3.285633833966337e-05,9.396770207954785e-18,Risk-On,2
2006-01-12,0.9999675599091478,3.244009085212078e-05,3.6068718402556016e-17,Risk-On,2
2006-01-13,0.9999525576054555,4.744239454443002e-05,8.485913126043248e-18,Risk-On,2
2006-01-16,0.9999061776871053,9.382231289429971e-05,5.374786787617784e-16,Risk-On,2
2006-01-17,0.9998690057861633,0.00013099421383395917,3.42067806075485e-15,Risk-On,2
2006-01-18,0.9998605656936348,0.00013943430636311632,1.2786086360353302e-15,Risk-On,2
2006-01-19,0.9999007105977364,9.928940225933858e-05,4.116765858728227e-15,Risk-On,2
2006-01-20,0.9998285959843669,0.0001714040156331422,2.4423017511107526e-16,Risk-On,2
2006-01-23,0.9997937939962122,0.0002062060037873496,4.336117657493556e-17,Risk-On,2
2006-01-24,0.999879424925228,0.00012057507477109726,4.111518201366916e-17,Risk-On,2
2006-01-25,0.9998578807993094,0.0001421192006889129,2.0477699012676093e-15,Risk-On,2
2006-01-26,0.999854969088063,0.00014503091193277272,4.745585075624837e-15,Risk-On,2
2006-01-27,0.9998823914859815,0.00011760851395731189,6.073123909490692e-14,Risk-On,2
2006-01-30,0.999868311962127,0.00013168803768245522,1.896921289645432e-13,Risk-On,2
2006-01-31,0.9999423125235307,5.768747646539322e-05,4.318340837945443e-15,Risk-On,2
2006-02-01,0.999908260572838,9.173942709849456e-05,6.324078622924374e-14,Risk-On,2
2006-02-02,0.9999048073379477,9.519266204363544e-05,8.492786706022826e-15,Risk-On,2
2006-02-03,0.9998894719137407,0.00011052808625801817,1.535423877214195e-15,Risk-On,2
2006-02-06,0.99994807955349,5.1920446510099915e-05,1.197811685469609e-16,Risk-On,2
2006-02-07,0.9999335621594337,6.643784056654523e-05,3.3435856453535575e-17,Risk-On,2
2006-02-08,0.9999792309180928,2.0769081907143456e-05,1.1116139502773414e-18,Risk-On,2
2006-02-09,0.9999874760796873,1.2523920312437425e-05,1.6160565875454543e-18,Risk-On,2
2006-02-10,0.9999917671259945,8.23287400565965e-06,1.6429676882024058e-19,Risk-On,2
2006-02-13,0.9999952214766564,4.778523343699037e-06,1.7082106127092673e-21,Risk-On,2
2006-02-14,0.9999851390601012,1.4860939898375685e-05,1.5222962277544502e-19,Risk-On,2
2006-02-15,0.9999797154676313,2.0284532368913663e-05,6.942475112449133e-19,Risk-On,2
2006-02-16,0.9999733455008694,2.6654499130877762e-05,3.7407377517030066e-19,Risk-On,2
2006-02-17,0.9999767318299347,2.3268170064998408e-05,8.184798661854543e-19,Risk-On,2
2006-02-20,0.9999478377081695,5.21622918307851e-05,1.0780496283635771e-17,Risk-On,2
2006-02-21,0.9999810726428406,1.8927357159331516e-05,1.2899604922857844e-18,Risk-On,2
2006-02-22,0.9999852071261532,1.4792873846423693e-05,7.0205513231124805e-19,Risk-On,2
2006-02-23,0.9999828443041602,1.7155695839774236e-05,9.725790126281651e-20,Risk-On,2
2006-02-24,0.999986662290803,1.3337709197269116e-05,9.680177184183506e-19,Risk-On,2
2006-02-27,0.9999787722501182,2.1227749881763992e-05,7.4393875609425585e-19,Risk-On,2
2006-02-28,0.9999817555686862,1.8244431313469224e-05,1.0129409992254867e-19,Risk-On,2
2006-03-01,0.9999850415257235,1.495847427631468e-05,2.4482582838387173e-19,Risk-On,2
2006-03-02,0.9999917684639709,8.231536029374343e-06,3.85991535712694e-21,Risk-On,2
2006-03-03,0.9999902564498369,9.74355016333048e-06,1.1098646164559754e-20,Risk-On,2
2006-03-06,0.9999784650970466,2.1534902953087352e-05,2.1213786833395078e-20,Risk-On,2
2006-03-07,0.9999819075925545,1.809240744592421e-05,9.270397889801797e-18,Risk-On,2
2006-03-08,0.9999841980415579,1.5801958441974976e-05,2.1497928727022926e-19,Risk-On,2
2006-03-09,0.9999851659582571,1.4834041742672489e-05,3.3763419999714366e-20,Risk-On,2
2006-03-10,0.9999884637499086,1.153625009152005e-05,2.7859412193513396e-19,Risk-On,2
2006-03-13,0.9999881470425852,1.1852957414388878e-05,3.0257357047303482e-18,Risk-On,2
2006-03-14,0.9999866644898181,1.3335510181954468e-05,5.850491205197407e-19,Risk-On,2
2006-03-15,0.9999840724389883,1.5927561011735028e-05,1.546889946174547e-18,Risk-On,2
2006-03-16,0.9999804801660997,1.9519833900422663e-05,7.682397015790695e-20,Risk-On,2
2006-03-17,0.9999888104902934,1.1189509706366479e-05,8.360402369294986e-21,Risk-On,2
2006-03-20,0.9999794639911312,2.053600886841377e-05,5.114935184517659e-19,Risk-On,2
2006-03-21,0.9999816442046896,1.8355795310409234e-05,5.082328044060257e-19,Risk-On,2
2006-03-22,0.9999848870336798,1.5112966320543982e-05,2.357098988050795e-19,Risk-On,2
2006-03-23,0.9999793754608668,2.0624539132991016e-05,5.268224245077313e-18,Risk-On,2
2006-03-24,0.9999817617900112,1.8238209988571352e-05,1.100459693483194e-18,Risk-On,2
2006-03-27,0.9999814462988718,1.8553701128053097e-05,7.09434817667135e-18,Risk-On,2
2006-03-28,0.999983545632045,1.6454367954988048e-05,2.653881048412232e-18,Risk-On,2
2006-03-29,0.9999784548664152,2.1545133584851725e-05,1.0036778847258205e-17,Risk-On,2
2006-03-30,0.9999787664706286,2.1233529371565868e-05,3.9432572685214866e-18,Risk-On,2
2006-03-31,0.9999706343504013,2.936564959884777e-05,1.221639574152082e-17,Risk-On,2
2006-04-03,0.9999546574136486,4.534258635145901e-05,1.2339955645553803e-16,Risk-On,2
2006-04-04,0.9999658405488596,3.41594511403143e-05,3.535583272664135e-18,Risk-On,2
2006-04-05,0.9999685773365592,3.142266344100321e-05,3.8890240237992417e-19,Risk-On,2
2006-04-06,0.9999605827766268,3.941722337320145e-05,3.409450198290216e-18,Risk-On,2
2006-04-07,0.999956343204872,4.365679512829756e-05,3.110261914703922e-17,Risk-On,2
2006-04-10,0.9999606496252919,3.935037470819792e-05,1.9181267314584562e-17,Risk-On,2
2006-04-11,0.9999497877242643,5.0212275735704566e-05,1.4442104629655494e-18,Risk-On,2
2006-04-12,0.9999306837316206,6.931626837956129e-05,1.8181826598625143e-18,Risk-On,2
2006-04-13,0.9999451187443954,5.488125560415555e-05,1.680430472018446e-18,Risk-On,2
2006-04-14,0.9999722253424158,2.7774657584515776e-05,1.8200795802148717e-18,Risk-On,2
2006-04-17,0.9998496434715914,0.00015035652840916122,2.2973937972344072e-16,Risk-On,2
2006-04-18,0.999804241497251,0.00019575850274796696,1.0972219111192463e-15,Risk-On,2
2006-04-19,0.9997108920718307,0.0002891079281689413,1.076573299306805e-15,Risk-On,2
2006-04-20,0.9998643581884276,0.00013564181157204347,9.11860021812401e-16,Risk-On,2
2006-04-21,0.9998480731222275,0.00015192687777251327,2.8530249659373003e-16,Risk-On,2
2006-04-24,0.9999028669112073,9.713308879236058e-05,1.8792559535472212e-17,Risk-On,2
2006-04-25,0.9998561120150193,0.00014388798498070023,2.58738416652561e-17,Risk-On,2
2006-04-26,0.9997003146423664,0.00029968535763201884,1.6997369733307542e-15,Risk-On,2
2006-04-27,0.9998524923183993,0.00014750768160025048,9.536475202124568e-17,Risk-On,2
2006-04-28,0.9996799477081788,0.00032005229182030325,4.1517252702167033e-16,Risk-On,2
2006-05-01,0.9996534977615876,0.0003465022384124058,8.119050421991981e-16,Risk-On,2
2006-05-02,0.9994514485067271,0.0005485514932706832,2.251580837621279e-15,Risk-On,2
2006-05-03,0.9993559705849024,0.0006440294150874596,9.78232616437149e-15,Risk-On,2
2006-05-04,0.9993311943761133,0.0006688056238784092,8.80663099848695e-15,Risk-On,2
2006-05-05,0.9990283311740138,0.0009716688259825416,4.000517668469068e-15,Risk-On,2
2006-05-08,0.9996930206765232,0.00030697932347741237,1.8494172385384455e-17,Risk-On,2
2006-05-09,0.9993123252458964,0.0006876747541029723,4.221732831003648e-17,Risk-On,2
2006-05-10,0.9995626458069788,0.00043735419302099463,1.084576680931713e-18,Risk-On,2
2006-05-11,0.9985695286952678,0.001430471304732658,3.4705753455280096e-18,Risk-On,2
2006-05-12,0.9950511558269659,0.0049488441730334036,5.814571561210286e-19,Risk-On,2
2006-05-15,0.9994215810390392,0.0005784189609604254,1.3282314698390919e-20,Risk-On,2
2006-05-16,0.9990496712200986,0.0009503287799017161,4.0850342327024144e-21,Risk-On,2
2006-05-17,0.9956869325968857,0.004313067403114802,2.2540663086919553e-20,Risk-On,2
2006-05-18,0.9987959653470047,0.001204034652995387,7.317564351149336e-22,Risk-On,2
2006-05-19,0.9998067978087427,0.0001932021912576358,5.710341772522148e-24,Risk-On,2
2006-05-22,0.9997006308345235,0.00029936916547685635,4.433105677032761e-24,Risk-On,2
2006-05-23,0.9997269184677772,0.00027308153222229585,4.394848621892941e-24,Risk-On,2
2006-05-24,0.9999353180935752,6.468190642487456e-05,3.938452522700422e-25,Risk-On,2
2006-05-25,0.9999649764084964,3.5023591503431474e-05,3.623267807901839e-24,Risk-On,2
2006-05-26,0.9999690806130328,3.0919386966766254e-05,6.601522044187259e-24,Risk-On,2
2006-05-29,0.9999486629242085,5.133707579155416e-05,1.1241253483568938e-23,Risk-On,2
2006-05-30,0.9998816244356991,0.00011837556430061291,5.581195676834021e-27,Risk-On,2
2006-05-31,0.9999451450687681,5.485493123205796e-05,5.443273670095871e-27,Risk-On,2
2006-06-01,0.9999605941171062,3.940588289415036e-05,7.882633045920088e-29,Risk-On,2
2006-06-02,0.9999688715028338,3.112849716543422e-05,1.0235775487549184e-30,Risk-On,2
2006-06-05,0.9999698535283171,3.0146471683219243e-05,5.270201452005656e-31,Risk-On,2
2006-06-06,0.9999307153924408,6.928460755976291e-05,3.479985929207558e-33,Risk-On,2
2006-06-07,0.9999722680042711,2.7731995729537312e-05,5.24821987890364e-36,Risk-On,2
2006-06-08,0.9998812841396011,0.00011871586039916042,1.1109288068124842e-37,Risk-On,2
2006-06-09,0.9998881554643801,0.00011184453562043491,1.8381688141961108e-37,Risk-On,2
2006-06-12,0.9998625882293836,0.0001374117706163248,1.7980966879100608e-35,Risk-On,2
2006-06-13,0.987651418447983,0.01234858155201556,6.524380782064181e-41,Risk-On,2
2006-06-14,0.9988983484275519,0.0011016515724466256,9.190200703430637e-42,Risk-On,2
2006-06-15,0.9999599569319427,4.0043068058634455e-05,1.488188055768294e-38,Risk-On,2
2006-06-16,0.9999779776246529,2.2022375347662165e-05,7.26928117272775e-35,Risk-On,2
2006-06-19,0.9998720261457549,0.00012797385424451245,6.411362103927016e-33,Risk-On,2
2006-06-20,0.9998026080905995,0.00019739190939977575,2.5959834575842285e-33,Risk-On,2
2006-06-21,0.9999580426050849,4.195739491517789e-05,2.0286058967244612e-29,Risk-On,2
2006-06-22,0.9999672197549678,3.278024503230438e-05,5.561443650356322e-30,Risk-On,2
2006-06-23,0.9999679850309797,3.2014969020555e-05,4.680494588935992e-29,Risk-On,2
2006-06-26,0.9999655995516054,3.440044839381216e-05,2.4184330624430687e-29,Risk-On,2
2006-06-27,0.9999618967855127,3.8103214487639303e-05,2.9762618642032693e-30,Risk-On,2
2006-06-28,0.9999507490047999,4.925099520057158e-05,4.745031882512612e-28,Risk-On,2
2006-06-29,0.9999389112649953,6.108873500476917e-05,3.437279930454725e-26,Risk-On,2
2006-06-30,0.9999630948517195,3.690514827959306e-05,6.285440894008695e-26,Risk-On,2
2006-07-03,0.9999348243964904,6.517560350885855e-05,2.0444891241178283e-26,Risk-On,2
2006-07-04,0.9999089146191428,9.108538085664363e-05,2.5317557584698462e-26,Risk-On,2
2006-07-05,0.9999824705975524,1.752940244800404e-05,2.244606961988616e-26,Risk-On,2
2006-07-06,0.9999887723198131,1.1227680186575508e-05,1.508926372916556e-25,Risk-On,2
2006-07-07,0.9999873685432079,1.2631456792462501e-05,2.3661194250980583e-26,Risk-On,2
2006-07-10,0.9999905560153569,9.443984642943885e-06,4.912845321402697e-27,Risk-On,2
2006-07-11,0.9999521976383404,4.780236165940355e-05,5.2094112105249934e-23,Risk-On,2
2006-07-12,0.9999312241875954,6.877581240394429e-05,9.842771141871954e-22,Risk-On,2
2006-07-13,0.9997497554073512,0.00025024459264831464,4.533484172711048e-22,Risk-On,2
2006-07-14,0.9997558731189212,0.0002441268810789471,2.9008513726174607e-21,Risk-On,2
2006-07-17,0.9996861856088367,0.0003138143911625553,4.697399978850561e-18,Risk-On,2
2006-07-18,0.9998520068449996,0.00014799315500054388,1.2991161061903626e-19,Risk-On,2
2006-07-19,0.9999706191858975,2.9380814102059694e-05,4.6138668060106317e-20,Risk-On,2
2006-07-20,0.999966926972132,3.307302786826871e-05,1.997193289612913e-20,Risk-On,2
2006-07-21,0.9999706285535519,2.937144644780468e-05,3.164722070518235e-22,Risk-On,2
2006-07-24,0.9999466371147728,5.336288522721919e-05,1.4792274391331947e-20,Risk-On,2
2006-07-25,0.9999197859572182,8.021404278178743e-05,4.507618971055098e-19,Risk-On,2
2006-07-26,0.9999469792015041,5.3020798495674025e-05,2.6063566873716287e-19,Risk-On,2
2006-07-27,0.9999351603387386,6.483966126091794e-05,3.0984074332083867e-19,Risk-On,2
2006-07-28,0.9997859301204404,0.00021406987955891653,1.6294536715299033e-20,Risk-On,2
2006-07-31,0.999954900644282,4.509935571826117e-05,5.90208783528796e-22,Risk-On,2
2006-08-01,0.9999615963396016,3.840366039871103e-05,6.532861361220601e-22,Risk-On,2
2006-08-02,0.9999812479379725,1.8752062027639196e-05,6.733727858203527e-25,Risk-On,2
2006-08-03,0.9999817094050324,1.829059496791667e-05,3.9273386237248e-26,Risk-On,2
2006-08-04,0.9999856989674093,1.4301032590296956e-05,4.493739000587605e-27,Risk-On,2
2006-08-07,0.9999902041452365,9.795854763577655e-06,1.5007374020392505e-27,Risk-On,2
2006-08-08,0.9999904624239548,9.537576045228648e-06,1.196164454333572e-28,Risk-On,2
2006-08-09,0.9999919131582405,8.086841759281022e-06,7.407245725212802e-30,Risk-On,2
2006-08-10,0.9999927635669992,7.236433001004654e-06,9.916865759020515e-31,Risk-On,2
2006-08-11,0.9999924473484463,7.552651553378701e-06,5.4211759116016045e-31,Risk-On,2
2006-08-14,0.999994591771524,5.408228476270415e-06,2.9519128181568718e-30,Risk-On,2
2006-08-15,0.9999942843059967,5.7156940034238135e-06,2.5734022911499593e-28,Risk-On,2
2006-08-16,0.9999899959384734,1.0004061526612917e-05,4.6045151763378996e-29,Risk-On,2
2006-08-17,0.9999906175253692,9.382474630624379e-06,3.115602391425268e-29,Risk-On,2
2006-08-18,0.9999835349160574,1.646508394274883e-05,4.6702941836385675e-28,Risk-On,2
2006-08-21,0.999971850586368,2.8149413631706243e-05,1.1025441695991911e-25,Risk-On,2
2006-08-22,0.9999880377133673,1.1962286632297116e-05,6.799643637034774e-26,Risk-On,2
2006-08-23,0.9999834247437188,1.657525628126292e-05,6.42837677419988e-26,Risk-On,2
2006-08-24,0.9999875308383209,1.2469161679217952e-05,2.6566826607072433e-27,Risk-On,2
2006-08-25,0.9999873499979057,1.2650002094618416e-05,4.068017508483232e-27,Risk-On,2
2006-08-28,0.9999873942830904,1.2605716909524325e-05,6.162019877340259e-28,Risk-On,2
2006-08-29,0.9999859972316728,1.4002768326690735e-05,3.444618933904331e-30,Risk-On,2
2006-08-30,0.9999747156581502,2.5284341849629815e-05,1.5085650135653039e-28,Risk-On,2
2006-08-31,0.9999762326384282,2.3767361571658422e-05,5.838330105195991e-27,Risk-On,2
2006-09-01,0.9999694318948145,3.05681051854627e-05,7.821373053400729e-27,Risk-On,2
2006-09-04,0.9999659567117362,3.4043288263796316e-05,4.17724559842181e-30,Risk-On,2
2006-09-05,0.9999599491728,4.005082720039471e-05,2.3786237382018043e-28,Risk-On,2
2006-09-06,0.9999681670164523,3.183298354747309e-05,2.1692759937973883e-31,Risk-On,2
2006-09-07,0.9999797054289942,2.029457100542672e-05,5.655801109797892e-31,Risk-On,2
2006-09-08,0.9999760910632853,2.3908936714814837e-05,1.9987259412522768e-30,Risk-On,2
2006-09-11,0.9999860658526082,1.3934147391256183e-05,5.542312837952101e-33,Risk-On,2
2006-09-12,0.99998557979073,1.4420209269374434e-05,1.7147769504678868e-32,Risk-On,2
2006-09-13,0.9999902483048476,9.751695153119e-06,5.000236302120475e-33,Risk-On,2
2006-09-14,0.9999903641204909,9.635879509451433e-06,2.4735743473474272e-33,Risk-On,2
2006-09-15,0.9999864847422005,1.3515257798952132e-05,3.868571074167709e-34,Risk-On,2
2006-09-18,0.9999747341777938,2.526582220575335e-05,5.570905456233279e-33,Risk-On,2
2006-09-19,0.9999651911506873,3.4808849312856585e-05,2.6894954520901605e-33,Risk-On,2
2006-09-20,0.9999598612252293,4.013877477041847e-05,4.7236420114807056e-33,Risk-On,2
2006-09-21,0.9999524419678526,4.7558032148107975e-05,9.530340641900944e-34,Risk-On,2
2006-09-22,0.9999079248025511,9.20751974488508e-05,4.492133512785899e-33,Risk-On,2
2006-09-25,0.9999679544548326,3.204554516726055e-05,3.203265476080692e-32,Risk-On,2
2006-09-26,0.999967592612436,3.240738756490018e-05,6.237340843768624e-31,Risk-On,2
2006-09-27,0.9999725378326333,2.7462167367106298e-05,2.245441841982444e-29,Risk-On,2
2006-09-28,0.9999601534038425,3.984659615830483e-05,6.71059586091081e-29,Risk-On,2
2006-09-29,0.9999727638045656,2.7236195434619498e-05,2.3843119614793087e-29,Risk-On,2
2006-10-02,0.9999717998557051,2.8200144294594185e-05,3.1145084001344898e-30,Risk-On,2
2006-10-03,0.9999626769797267,3.7323020273620444e-05,1.3693772551992375e-33,Risk-On,2
2006-10-04,0.9999825277205773,1.7472279422658326e-05,3.010207713813169e-36,Risk-On,2
2006-10-05,0.9999825455946303,1.7454405369632643e-05,2.885079016074849e-33,Risk-On,2
2006-10-06,0.9999857270768394,1.4272923160351634e-05,2.7458187739009085e-31,Risk-On,2
2006-10-09,0.9999843903543905,1.5609645609127237e-05,5.112754407640526e-30,Risk-On,2
2006-10-10,0.9999887134739487,1.1286526050903584e-05,1.0267817503063801e-29,Risk-On,2
2006-10-11,0.9999880523217879,1.1947678212557803e-05,2.020639940112821e-30,Risk-On,2
2006-10-12,0.9999873605327241,1.263946727616402e-05,1.6866307022829276e-29,Risk-On,2
