date,P_Sell,P_Hold,P_Buy,pred_label,true_label,fold
2019-01-26,0.37205568226478986,0.30711301131801055,0.3208313064171996,Sell,Sell,1
2019-01-27,0.38259604082309195,0.3137348442335483,0.30366911494335974,Sell,Sell,1
2019-01-28,0.5337815558375738,0.2647207513772199,0.20149769278520638,Sell,Buy,1
2019-01-29,0.5027638095748121,0.271463598717127,0.22577259170806083,Sell,Hold,1
2019-01-30,0.46723250359630486,0.3002718731601617,0.2324956232435335,Sell,Hold,1
2019-01-31,0.439762675327989,0.3037020738016924,0.2565352508703185,Sell,Hold,1
2019-02-01,0.3923436584454879,0.31451587288315713,0.2931404686713551,Sell,Sell,1
2019-02-02,0.37914431772817214,0.2946012083199743,0.3262544739518536,Sell,Sell,1
2019-02-03,0.39164176223547625,0.2951872874146325,0.31317095034989123,Sell,Buy,1
2019-02-04,0.4103726697251703,0.3193288866969898,0.27029844357784005,Sell,Buy,1
2019-02-05,0.25614369440501694,0.337719977845374,0.40613632774960906,Buy,Buy,1
2019-02-06,0.23415116300831565,0.36932301141804297,0.39652582557364136,Buy,Buy,1
2019-02-07,0.24502004478761452,0.34889900475006824,0.4060809504623172,Buy,Buy,1
2019-02-08,0.15404926097560875,0.344250091909463,0.5017006471149282,Buy,Hold,1
2019-02-09,0.2583855536170643,0.22656354374164359,0.5150509026412922,Buy,Sell,1
2019-02-10,0.3076351955146841,0.18963028115753938,0.5027345233277766,Buy,Sell,1
2019-02-11,0.31579208135617576,0.23664305581390888,0.4475648628299153,Buy,Hold,1
2019-02-12,0.3327412633569688,0.22559127929891978,0.44166745734411145,Buy,Hold,1
2019-02-13,0.3435302094871915,0.24711531853244106,0.40935447198036756,Buy,Buy,1
2019-02-14,0.3777349590763231,0.24215761275496614,0.3801074281687108,Buy,Buy,1
2019-02-15,0.42820458010967566,0.20325189723058398,0.36854352265974033,Sell,Buy,1
2019-02-16,0.48603551150964,0.1488176428437932,0.36514684564656685,Sell,Buy,1
2019-02-17,0.4263391141934322,0.16868929909930686,0.4049715867072608,Sell,Buy,1
2019-02-18,0.1796541161088894,0.21861912125988311,0.6017267626312275,Buy,Buy,1
2019-02-19,0.2155589894827616,0.16425346460661527,0.6201875459106231,Buy,Sell,1
2019-02-20,0.32855011998742895,0.06619442444091869,0.6052554555716525,Buy,Sell,1
2019-02-21,0.43747903419797884,0.06753130897777707,0.49498965682424406,Buy,Sell,1
2019-02-22,0.4742633764684768,0.054019264240247694,0.47171735929127556,Sell,Sell,1
2019-02-23,0.3402948100035667,0.05789845198217751,0.6018067380142559,Buy,Sell,1
2019-02-24,0.3221796372895904,0.3662123251230155,0.3116080375873941,Hold,Hold,1
2019-02-25,0.2871285023397698,0.22460653748555143,0.48826496017467874,Buy,Hold,1
2019-02-26,0.3523586943662615,0.17225250577561846,0.47538879985812,Buy,Hold,1
2019-02-27,0.3370252030697614,0.18093842178875325,0.4820363751414854,Buy,Sell,1
2019-02-28,0.3422063331275173,0.14907019031708466,0.5087234765553981,Buy,Hold,1
2019-03-01,0.3622154461309114,0.1448058385618756,0.49297871530721293,Buy,Hold,1
2019-03-02,0.3608079306896002,0.15180800254225907,0.4873840667681407,Buy,Hold,1
2019-03-03,0.34065716286980047,0.1353075595405835,0.5240352775896161,Buy,Buy,1
2019-03-04,0.3372519724161491,0.18611246477854956,0.4766355628053012,Buy,Buy,1
2019-03-05,0.30388225361585264,0.17368231852932867,0.5224354278548188,Buy,Buy,1
2019-03-06,0.2783059555019431,0.13595101399252066,0.5857430305055362,Buy,Hold,1
2019-03-07,0.27712774961256886,0.14300335415327933,0.5798688962341518,Buy,Hold,1
2019-03-08,0.3022238012773963,0.18355587957536273,0.514220319147241,Buy,Hold,1
2019-03-09,0.2523384824221256,0.19650285343831586,0.5511586641395585,Buy,Hold,1
2019-03-10,0.36443584316154964,0.17964687768938645,0.45591727914906377,Buy,Hold,1
2019-03-11,0.25852816978619464,0.21328622850171305,0.5281856017120923,Buy,Buy,1
2019-03-12,0.27482133921755497,0.20277669305626728,0.5224019677261778,Buy,Buy,1
2019-03-13,0.2695503252877718,0.1915002581794683,0.53894941653276,Buy,Buy,1
2019-03-14,0.24752371141547994,0.19714415816414643,0.5553321304203737,Buy,Buy,1
2019-03-15,0.2476082939572298,0.19538414227173878,0.5570075637710313,Buy,Buy,1
2019-03-16,0.24009999902399268,0.11366974472084158,0.6462302562551657,Buy,Hold,1
2019-03-17,0.351082422398392,0.13652953058013675,0.5123880470214712,Buy,Hold,1
2019-03-18,0.3525344563718507,0.11115186805609785,0.5363136755720513,Buy,Hold,1
2019-03-19,0.3951199865576143,0.0667074154515226,0.538172597990863,Buy,Sell,1
2019-03-20,0.3677869157336091,0.07226439349745861,0.5599486907689323,Buy,Sell,1
2019-03-21,0.30390136310992055,0.18244549308272684,0.5136531438073526,Buy,Sell,1
2019-03-22,0.4688554720728607,0.11947857489726055,0.4116659530298788,Sell,Buy,1
2019-03-23,0.501312248571911,0.08708121953048864,0.4116065318976003,Sell,Buy,1
2019-03-24,0.5583004994498652,0.07658680571900744,0.36511269483112735,Sell,Buy,1
2019-03-25,0.36136888788953514,0.2659526927356086,0.37267841937485624,Buy,Buy,1
2019-03-26,0.30315948961046324,0.28676622133009533,0.41007428905944143,Buy,Buy,1
2019-03-27,0.3063262060576661,0.1453943944010267,0.5482793995413072,Buy,Buy,1
2019-03-28,0.4933685514067326,0.09299367295103904,0.41363777564222837,Sell,Buy,1
2019-03-29,0.32270703498962927,0.15580659718916554,0.5214863678212053,Buy,Buy,1
2019-03-30,0.33643885320506906,0.1247713300858171,0.5387898167091139,Buy,Buy,1
2019-03-31,0.42364945664620957,0.09960025751913727,0.47675028583465306,Buy,Buy,1
2019-04-01,0.2818320845448005,0.10564414883789536,0.612523766617304,Buy,Buy,1
2019-04-02,0.12775868371941818,0.18608311512472323,0.6861582011558587,Buy,Buy,1
2019-04-03,0.16401172938854247,0.15986335372331523,0.6761249168881422,Buy,Buy,1
2019-04-04,0.21759218156429233,0.10431327025672149,0.6780945481789863,Buy,Buy,1
2019-04-05,0.26353036847533556,0.0705549058099929,0.6659147257146715,Buy,Buy,1
2019-04-06,0.3140578470531527,0.05988193404019852,0.6260602189066489,Buy,Hold,1
2019-04-07,0.36896539777210324,0.04628568702921083,0.5847489151986859,Buy,Sell,1
2019-04-08,0.4248635722723723,0.043037095591535,0.5320993321360927,Buy,Sell,1
2019-04-09,0.4315783685474569,0.04650437183955909,0.521917259612984,Buy,Hold,1
2019-04-10,0.469511040328154,0.04000404995030479,0.4904849097215412,Buy,Sell,1
2019-04-11,0.35114546753245984,0.08964409806746797,0.5592104344000722,Buy,Buy,1
2019-04-12,0.41431121953497896,0.06552598530587926,0.5201627951591418,Buy,Buy,1
2019-04-13,0.5010429997202732,0.046056715140772066,0.45290028513895475,Sell,Buy,1
2019-04-14,0.5023227822178808,0.03681931146268364,0.4608579063194355,Sell,Buy,1
2019-04-15,0.4810575776508302,0.061705396229192085,0.4572370261199777,Sell,Buy,1
2019-04-16,0.4573438025383708,0.06712211900475683,0.4755340784568725,Buy,Hold,1
2019-04-17,0.4716292097573561,0.05776663392752432,0.47060415631511954,Sell,Buy,1
2019-04-18,0.47755247034509607,0.06121871388569957,0.4612288157692043,Sell,Buy,1
2019-04-19,0.4812934534190012,0.06449958018600492,0.45420696639499386,Sell,Buy,1
2019-04-20,0.49089288470062065,0.048822392235388916,0.46028472306399043,Sell,Sell,1
2019-04-21,0.4308835393276885,0.0679641987137119,0.5011522619585995,Buy,Hold,1
2019-04-22,0.40826876597807404,0.058942176703861114,0.5327890573180648,Buy,Sell,1
2019-04-23,0.3170224316779253,0.07346306787504366,0.6095145004470309,Buy,Sell,1
2019-04-24,0.28703277522738707,0.11405046656806421,0.5989167582045488,Buy,Sell,1
2019-04-25,0.42602922530165394,0.18261988825755315,0.39135088644079297,Sell,Buy,1
2019-04-26,0.37275832703575945,0.23129626337627823,0.3959454095879623,Buy,Buy,1
2019-04-27,0.4642625246955428,0.1572601466947148,0.3784773286097424,Sell,Buy,1
2019-04-28,0.4346551085125322,0.1688517555704836,0.39649313591698415,Sell,Buy,1
2019-04-29,0.4268323903262879,0.17794476081064864,0.39522284886306347,Sell,Buy,1
2019-04-30,0.3382383671420266,0.19183806634517772,0.46992356651279577,Buy,Buy,1
2019-05-01,0.29014488034041935,0.17616743492517165,0.533687684734409,Buy,Buy,1
2019-05-02,0.2593220921772055,0.1427328389435771,0.5979450688792175,Buy,Buy,1
2019-05-03,0.20273639897305132,0.22481221233366547,0.5724513886932833,Buy,Buy,1
2019-05-04,0.22477681313256292,0.13398399634213284,0.6412391905253043,Buy,Buy,1
2019-05-05,0.3196902969831581,0.09061588645472288,0.589693816562119,Buy,Buy,1
2019-05-06,0.3086361014493521,0.12177098500426485,0.5695929135463831,Buy,Buy,1
2019-05-07,0.2337095043317743,0.15236357240483736,0.6139269232633884,Buy,Buy,1
2019-05-08,0.3484431858767637,0.06535469257112754,0.5862021215521087,Buy,Buy,1
2019-05-09,0.2954057677828007,0.07200295814497724,0.6325912740722219,Buy,Buy,1
