Date,log_ret_5d,log_ret_20d,log_ret_60d,ADX_14,MA_slope_20,MA_slope_50,RSI_14,MACD_signal_diff,Bollinger_pct_b,distance_to_SMA_50,ATR_14_pct,realized_vol_20d,volume_zscore_20,OBV_zscore_60,trend_label,segment_id
2014-11-18,-0.11454926557335404,0.04798847173261787,-0.1979601284846316,31.472026758677853,0.0219455499938234,-0.017057473745044415,52.39484263360781,4.470193076095362,0.6695664753230802,0.033218474040654866,0.05890389413520489,0.7074564581255466,0.8325642975287314,0.7168531003593325,downtrend,7
2014-11-19,-0.04436390282249486,0.12573752748054798,-0.10913996449857845,31.631093325127885,0.022602977581773806,-0.012654725581227214,54.06022698346482,3.569340367916441,0.6995543322164012,0.04777583684127188,0.05628867204550626,0.6637777309816494,-0.24882023678966778,0.9516500661499974,downtrend,7
2014-11-20,-0.04985684367466192,0.03565788564824316,-0.09828320155080454,30.770173265734744,0.02019914777850851,-0.011919162399426357,46.61375282776272,1.3413419227617975,0.47623283254582566,-0.013807750047195656,0.06062488990678422,0.699771649813998,0.28575768339987434,0.6036350474960506,downtrend,7
2014-11-21,-0.1003480817972769,0.03635786675972833,-0.15312733108861803,29.30746689074511,0.017194745019187375,-0.011625287484455455,44.578259717767246,-0.6013429746742434,0.4013533641818344,-0.031149818328966513,0.06021922803613247,0.6994812613530308,0.5970721188097373,0.21233086663711112,downtrend,7
2014-11-22,-0.0932369337505249,0.08011431597479024,-0.12227129039098607,28.23077804244946,0.016095359957475828,-0.011621504646767608,45.33999224601444,-1.6835445767308936,0.4037650760908998,-0.02377307553084345,0.058421645237115044,0.6836190039710405,-0.5980082019863147,0.4053246718069349,downtrend,7
2014-11-23,-0.020531948352973707,0.12035590017787624,-0.08990821357131272,27.47118004467644,0.01942719049091136,-0.013034419910596435,50.51933220554667,-1.3629563088689096,0.5349317071841555,0.017181156315724352,0.05556936425701877,0.6956520446469217,-0.6515824922363581,0.5975099750245131,downtrend,7
2014-11-24,-0.009648138174607076,0.140329673080234,-0.14518018036425054,27.3732798624225,0.01991505473135148,-0.010031110756763764,53.53757299690266,-0.5166537320131912,0.6175552809090179,0.041991625727333726,0.05421571095731802,0.698902936273362,0.609987789511996,0.9984511934926156,downtrend,7
2014-11-25,0.04776762528949917,0.12727110763331376,-0.1200030893102587,27.537957568699657,0.024365613998230413,-0.004922842255326851,52.95838037882264,-0.0784313956665259,0.579269165802969,0.03503796983783584,0.054341651478276756,0.6999651806669058,0.10205888664917052,0.660455999587386,downtrend,7
2014-11-26,0.048734796308416525,0.08165516784385365,-0.11090099171190712,27.14668146995211,0.026589265535533736,-0.0009974119245695467,50.32398571496507,-0.264989473413185,0.47088825546583574,0.013121694678120504,0.05371993591342434,0.7009851482515329,-0.48205689349362063,0.4114928315715679,downtrend,7
2014-11-27,0.04636931169629167,0.056708204917002195,-0.08985552293436108,26.783353663972242,0.02555232899804662,0.002115220681933054,50.814874726204955,-0.3044805763129528,0.4737612841047441,0.014487833031392368,0.05081067376596032,0.6950421646093562,-1.2388870607726934,0.5126329569508401,downtrend,7
2014-11-28,0.023855310013713858,0.09475376640850122,-0.05948655595003104,25.84024605786869,0.024356577031082998,0.0056749646257736215,53.40006852458528,0.10049795594247968,0.5480563275020526,0.030808145082176632,0.05095849282157664,0.6916632255606825,-0.08827979964531722,0.7880229380929982,downtrend,7
2014-11-29,-0.0037480603620210235,0.08327656631010245,-0.0044906819652229535,25.180523499316998,0.021556205337324365,0.0067299047835736306,52.977058354430554,0.2691025898742567,0.5120444814231401,0.026922133065761262,0.050379227806026196,0.6919393549249155,-0.7740614092828326,0.5677612572876458,downtrend,7
2014-11-30,0.007164944584825525,0.03988865527319734,0.00684790628565081,24.567923980661853,0.017351234298930096,0.00842573647588203,54.02567049491381,0.5042279855617879,0.5422108403206676,0.033176635294548645,0.048206085479535275,0.6704834020454314,-1.1927793517215208,0.6616126218601143,downtrend,7
2014-12-01,0.029094566765676715,0.03302764860299618,-0.020097558996861116,24.056140099495412,0.015048562392669955,0.011412696570895236,54.53739869976478,0.6809079101266469,0.552200128718586,0.03544989114182166,0.04593847931436093,0.6698354969263126,-0.8905540393335463,0.7891134545205132,downtrend,7
2014-12-02,0.031015059497696194,0.03637200150325379,-0.0060136084250456585,23.601005530775172,0.0140975848904146,0.014182228930229577,55.459917911012006,0.8657911601200547,0.5757446900888797,0.040021674922248854,0.04358229979072329,0.6699703225428894,-0.8187975038350576,0.9197447111481982,downtrend,7
2014-12-03,-0.0038245247601125707,-0.1150504286727265,-0.0001652651343517822,22.89956493790991,0.003349219934865784,0.014407284002358831,51.99883398724693,0.5096779624390715,0.5115366181755107,0.02302254957078377,0.042802970699473794,0.45146692803697897,-0.7591957242493185,0.7178778883193015,downtrend,7
2014-12-04,-0.01580232293371507,-0.0735624242928382,0.027684634825902974,21.738609371098214,-0.0044316087911467055,0.012281309711299922,49.16567144459743,-0.11064370627746012,0.4099699260665408,0.009421118976993622,0.04243268195793129,0.41255573339719803,-0.556554208990708,0.49861325997697314,downtrend,7
2014-12-05,-0.003160663863647216,0.0019150623360156582,0.13620749010194722,20.50730507345499,-0.006295368582429507,0.00869805660808539,52.87405095892376,-0.056118932567860824,0.5961405450041213,0.03022986387389289,0.041190398629975034,0.3703014014238885,-0.4790350941736234,0.6921365066708631,downtrend,7
2014-12-06,-0.01182988336112097,-0.03434860208430454,0.15643903039885812,19.363951082786286,-0.009664151634211119,0.005615139637195358,51.714612830715915,-0.17606067972773642,0.5635692682460794,0.025009213056271136,0.0398893375207798,0.35241620392326833,-1.3316064188689405,0.6057662035044252,downtrend,7
2014-12-07,-0.016446481120763808,-0.03229904367730079,0.12784728039953158,18.3022652343082,-0.013088015017880058,0.002954462727082078,51.884855805508394,-0.24684375770960632,0.5957062045754721,0.026343369245329148,0.03758400810140864,0.3525294356511965,-1.3832172262503126,0.7299417824749141,downtrend,7
2014-12-08,-0.03555992875802916,-0.036061091857401695,0.073725201939575,17.60675380965746,-0.008837354884648542,-0.0008742713852203156,44.67026585388216,-1.1438252925534078,0.23300240694409446,-0.00813344137474447,0.03896233259432236,0.35705741641560185,0.3001078042637626,0.33140184047238597,downtrend,7
2014-12-09,-0.04817904819585719,-0.07737756966620044,-0.002044953139752558,18.0503950594719,-0.008887121169751164,-0.004148373183574741,40.24188743127118,-2.285917057641478,0.029858975652064842,-0.0327112859158917,0.0408484988202332,0.3626090556678317,1.9374187196968424,-0.43156696618747675,downtrend,7
2014-12-10,-0.08436475077344761,-0.032592844762770065,-0.05247548246969321,18.462347648585308,-0.010520563621330766,-0.006851078207874139,37.803661955836134,-3.2717542966397057,-0.05165630422282978,-0.04687821469627986,0.03981308756872684,0.2970511286696005,-0.07650164001419532,-0.799526755682309,downtrend,7
2014-12-11,-0.06697467912914838,-0.0009751994161760568,-0.031055708050963266,18.022580239640558,-0.008826847600316542,-0.009774175036996988,40.54777996491435,-3.4626588330927515,0.050121483673378514,-0.03356989147623376,0.04113688764676759,0.2926637940089968,1.9083603218742435,-0.09558640906502086,downtrend,7
2014-12-12,-0.06200958854431514,-0.0010716984710910874,-0.027300126821143314,17.614224788477575,-0.007236677139855386,-0.012471422154281157,41.90493035178414,-3.271754151854479,0.10076631433563982,-0.026312308877871043,0.03872597641344016,0.2926380289210458,-0.030873379202178846,0.2735638949503477,downtrend,7
2014-12-13,-0.040985002390991156,-0.05651414589541907,-0.08593776538053134,17.43210174419473,-0.008180147093961468,-0.012883136548304494,39.44450236956682,-3.3037020015525953,0.04603411405273156,-0.03999478088816017,0.03771888655809236,0.2538912441603926,-0.666688030767499,-0.01858652904786627,downtrend,7
2014-12-14,-0.0016679830412585281,-0.06939741453285184,-0.10462257675230717,17.35067465835235,-0.0077967792487510885,-0.01212777836691491,42.44281122655377,-2.8648370421028524,0.17662617959393237,-0.027872290031144966,0.03620511677849804,0.2387929274826588,-0.5000340640140115,0.26763276733237495,downtrend,7
2014-12-15,-0.002949183228714456,-0.08330965328098372,-0.13376702123794215,17.313317431512562,-0.01031809728635677,-0.011265237932540214,39.34377694578523,-2.8201798536151186,0.09946811929780998,-0.04515171645586586,0.03565428671795879,0.2443440929705819,0.2156396489473969,-0.1340146296771666,downtrend,7
2014-12-16,-0.06922806765892699,-0.11893806338351974,-0.15672525593914025,18.48352289219981,-0.015866762075506816,-0.012356940727714021,32.02140299228803,-3.7840745375366645,-0.10398864438008157,-0.09431817698012351,0.03906344900819231,0.2991601808572901,1.8450087588577766,-0.8527231691193047,downtrend,7
2014-12-17,-0.09754898819706803,-0.14498999836445073,-0.18239138040506783,20.17189377367546,-0.022574063157727316,-0.01370628510935067,29.652918326219194,-4.619154879284744,-0.08116723506757222,-0.11286236060566159,0.041299493174972904,0.30249670672113316,2.205775389889964,-1.6688989595397898,downtrend,7
2014-12-18,-0.10934238561555627,-0.18971184152468926,-0.22877191919911952,22.20052573834406,-0.0287277128726015,-0.014643248936372687,27.164249647103333,-5.389008757443759,-0.06928433974855744,-0.13388931491035125,0.04384923071535656,0.29420004562476504,2.033232064031238,-2.397572750468773,downtrend,7
2014-12-19,-0.10102763208852028,-0.16667698625935115,-0.20342442330702643,24.08425541982204,-0.03323925358662535,-0.013597886969953447,31.89954556426538,-5.119116061856662,0.07316234384411112,-0.11508412187831257,0.04253496181431887,0.31222038625807974,0.47330536362212294,-1.789756783987995,downtrend,7
2014-12-20,-0.04558462789955233,-0.13605922576536167,-0.14867091771758112,24.533372916937772,-0.03585087667555977,-0.012462227690049971,39.816522487649515,-3.838419196825477,0.24062550969020996,-0.08057414151915322,0.04113832507616267,0.3486714555850419,0.12709803994064858,-1.304756967071164,downtrend,7
2014-12-21,-0.019197924621310793,-0.16723055477050727,-0.18611533209466463,24.95041059283096,-0.03840711468235633,-0.011467264951063432,36.38904622328525,-3.337152146591853,0.1703422629491539,-0.10509594554999088,0.04174557697289707,0.3543633584340533,-0.46665227164306927,-1.5598545946662132,downtrend,7
2014-12-22,0.03717074152856915,-0.13883431633357782,-0.14365591408894313,24.85994164250142,-0.038608218206550075,-0.00945649224979025,42.81321381301677,-2.0567786006673074,0.3181901930082971,-0.07461131554776951,0.040420744149991944,0.3822719909656142,0.21236028577104557,-1.0715418195705857,downtrend,7
2014-12-23,0.07178667448561696,-0.11410064227895972,-0.06884501517080208,24.546087282993728,-0.035517783422016794,-0.008372248776515162,44.287037742184864,-0.8838315533181174,0.36957000365589776,-0.06757333704905033,0.038659418060778356,0.38399907863737853,-0.40426136871711343,-0.7283130001403715,downtrend,7
2014-12-24,0.01465103697531654,-0.13622362635031937,-0.10528766647147313,24.801243994112973,-0.03431527956266666,-0.008281745137437103,39.38764766005906,-0.7773419653425897,0.24331783901520052,-0.10087072851738756,0.04020188895302085,0.3984913704929262,-0.5635882239197954,-1.0270364027593684,downtrend,7
2014-12-25,-0.033743125934947264,-0.1666416878366618,-0.08488927665479262,25.30714767697854,-0.035934003407800987,-0.008811168383828248,38.059514542691026,-0.7998823590335551,0.22014657801773035,-0.11013040911385616,0.039021904264859186,0.38637242672916344,-1.0577241922349527,-1.2241678257829087,downtrend,7
2014-12-26,0.02183004188543611,-0.13357062952395019,-0.07850175860569825,24.826069472561812,-0.03458266341056523,-0.007934099671976738,43.26878298663054,-0.10627111443530524,0.35983588067976385,-0.08466884756675078,0.0384725215199136,0.406870985760248,-0.45763245863383023,-0.8938219387255768,downtrend,7
2014-12-27,-0.04948289911706819,-0.1718707343298824,-0.11112833756163518,24.654376543356022,-0.03624198294927837,-0.007960593987501147,38.54618592959602,-0.3386123584173344,0.1900111634657571,-0.11668627192863967,0.040770349492244756,0.42000214310381084,-0.673038412220132,-1.2004447761100752,downtrend,7
2014-12-28,-0.0531965999245579,-0.1317373134454884,-0.11980993357027231,24.60238832603368,-0.037068001597260924,-0.0068103226950142984,39.35937539786959,-0.28085250898535463,0.23290395495326432,-0.11158728371576304,0.03970913138086952,0.40956936357819795,-1.0038175780713343,-0.9668321741700536,downtrend,7
2014-12-29,-0.031060182230728865,-0.11910476038519108,-0.07074480257084366,24.52574330424385,-0.03622481658492564,-0.0076561882223054895,37.58110560241623,-0.4230471402762923,0.18192230104920498,-0.12277011064503411,0.039230018373944166,0.40357235660502755,-0.8476784881778314,-1.2240852215264528,downtrend,7
