,regime_state,regime_label,P_Bull,P_Neutral,P_Bear
2007-03-26,0,Bull,0.6195999977558102,0.3803738555300801,2.6146713221196475e-05
2007-03-27,1,Neutral,0.37357294202536384,0.6264204547107332,6.603264434736589e-06
2007-03-28,0,Bull,0.6150842016472647,0.38490332739156274,1.2470960717368109e-05
2007-03-29,1,Neutral,0.37760922161402527,0.6223833165783283,7.461808079124019e-06
2007-03-30,0,Bull,0.6112532137024431,0.3887360522511568,1.0734046304434382e-05
2007-04-02,1,Neutral,0.38129842302465794,0.6186944054131094,7.171562768996693e-06
2007-04-03,0,Bull,0.6077761230545135,0.3922173312812068,6.545664825023383e-06
2007-04-04,1,Neutral,0.3847589564171681,0.6152344007972926,6.642785583104315e-06
2007-04-05,0,Bull,0.6045876621953168,0.3954038267263881,8.51107845501979e-06
2007-04-06,1,Neutral,0.3877653774031876,0.612227615020628,7.007575662676012e-06
2007-04-09,0,Bull,0.6017680317399461,0.398224026202193,7.942058226038065e-06
2007-04-10,1,Neutral,0.39038956606916025,0.6096052631506378,5.170779341234152e-06
2007-04-11,0,Bull,0.5992368049335224,0.40075680123912377,6.3938280549648374e-06
2007-04-12,1,Neutral,0.39272062788700773,0.6072741999202781,5.172192007420163e-06
2007-04-13,0,Bull,0.5970991378991634,0.4028939699670942,6.892134512711339e-06
2007-04-16,1,Neutral,0.39469263016250394,0.6052997736460008,7.596190640046404e-06
2007-04-17,0,Bull,0.5952886083425998,0.40470206447546053,9.327181186505519e-06
2007-04-18,1,Neutral,0.39635243093955896,0.6036351968477099,1.2372211883913538e-05
2007-04-19,0,Bull,0.5938861934927182,0.4061047383719185,9.068135753643907e-06
2007-04-20,1,Neutral,0.39754006517495877,0.6024491397759584,1.0795048640710531e-05
2007-04-23,0,Bull,0.592852558898514,0.40714100200814884,6.439092788526231e-06
2007-04-24,1,Neutral,0.39840355328956345,0.6015912147133595,5.2319964430450985e-06
2007-04-25,0,Bull,0.5921265563410708,0.4078652026243134,8.241034165911358e-06
2007-04-26,1,Neutral,0.39906676049175693,0.6009259568138741,7.282693992706259e-06
2007-04-27,0,Bull,0.5915863244633398,0.408407321627065,6.3539101904262e-06
2007-04-30,1,Neutral,0.39938797493456113,0.6006066934650249,5.331600897873387e-06
2007-05-01,0,Bull,0.591362147537135,0.408632054088733,5.798374263562184e-06
2007-05-02,1,Neutral,0.3995079882701023,0.6004865605649552,5.4511646001749546e-06
2007-05-03,0,Bull,0.5913872444188624,0.4086069027358095,5.852845856941701e-06
2007-05-04,1,Neutral,0.39934891290915814,0.6006455323323657,5.554758985545084e-06
2007-05-07,0,Bull,0.591703355428331,0.4082871308870919,9.51368466316658e-06
2007-05-08,1,Neutral,0.39899936266895325,0.6009936381220268,6.999209659404906e-06
2007-05-09,0,Bull,0.5921600449202793,0.4078333288435547,6.626235267287296e-06
2007-05-10,1,Neutral,0.3983398597970088,0.6016529206015262,7.2196023732935676e-06
2007-05-11,0,Bull,0.5928851259865215,0.4071086480771609,6.225935703506397e-06
2007-05-14,1,Neutral,0.39750893784972213,0.602484896572044,6.165577995917472e-06
2007-05-15,0,Bull,0.5938014306066653,0.40619192492661876,6.644467114767445e-06
2007-05-16,1,Neutral,0.3964333514919834,0.60356114487506,5.503632268867065e-06
2007-05-17,0,Bull,0.5950880338809461,0.4049045280052368,7.4381133241660714e-06
2007-05-18,1,Neutral,0.39512359886283854,0.6048701845326291,6.216603949065412e-06
2007-05-21,0,Bull,0.5964820117299154,0.4035104508130224,7.537456670968929e-06
2007-05-22,1,Neutral,0.3936382457795336,0.6063544343583969,7.319861440444632e-06
2007-05-23,0,Bull,0.5981188806552873,0.40187541779916214,5.7015454636933175e-06
2007-05-24,1,Neutral,0.3917574622776459,0.6082364094053878,6.128317151207074e-06
2007-05-25,0,Bull,0.6000779470545763,0.3999151688363418,6.884108875530381e-06
2007-05-28,1,Neutral,0.38968774812403273,0.6103050530432598,7.198831959650433e-06
2007-05-29,0,Bull,0.6023142534511093,0.39767923065723004,6.515890827416181e-06
2007-05-30,1,Neutral,0.3872703306034902,0.6127239616394947,5.707757119043549e-06
2007-05-31,0,Bull,0.6049441618915681,0.3950483087740801,7.529334128981695e-06
2007-06-01,1,Neutral,0.3845568461709,0.6154361595706226,6.994258086328338e-06
2007-06-04,0,Bull,0.6077955452863955,0.3921968162537367,7.63846048174546e-06
2007-06-05,1,Neutral,0.38159228715728677,0.618401599302048,6.11354037034596e-06
2007-06-06,0,Bull,0.6108679951103205,0.3891203994595531,1.1605429253313356e-05
2007-06-07,1,Neutral,0.37802682838886664,0.6219078324031946,6.533920833607127e-05
2007-06-08,0,Bull,0.6139999113990836,0.38597142020098824,2.866839926461844e-05
2007-06-11,1,Neutral,0.3753703030227973,0.6246007866930529,2.8910284681811317e-05
2007-06-12,0,Bull,0.6168578181068265,0.38309161922840584,5.05626640976551e-05
2007-06-13,1,Neutral,0.3717922838494084,0.6281988395179775,8.876633210859483e-06
2007-06-14,0,Bull,0.6212259119258208,0.3787614727450704,1.2615329097825025e-05
2007-06-15,1,Neutral,0.3676284019359646,0.6323620088682437,9.58919505420181e-06
2007-06-18,0,Bull,0.6255314757263293,0.37446047473715066,8.049537024939473e-06
2007-06-19,1,Neutral,0.36303087829094643,0.636948434268401,2.0687440788686513e-05
2007-06-20,0,Bull,0.6304533523716956,0.36954012549423787,6.522134069378278e-06
2007-06-21,1,Neutral,0.3575184519522544,0.6424745135713213,7.034476167903489e-06
2007-06-22,0,Bull,0.6361997335025579,0.3637712404641691,2.902603288505915e-05
2007-06-25,1,Neutral,0.3510544875108145,0.6488815485044123,6.39639854358529e-05
2007-06-26,0,Bull,0.6425796884907743,0.3572791668320468,0.00014114467640732292
2007-06-27,1,Neutral,0.3435613053429102,0.6564211668719857,1.7527784303485408e-05
2007-06-28,0,Bull,0.6514263282412225,0.34856373134236535,9.940415629459428e-06
2007-06-29,1,Neutral,0.3344134189706684,0.6655760722019525,1.0508828007257527e-05
2007-07-02,0,Bull,0.6609378460036922,0.33905114908113365,1.1004915141912601e-05
2007-07-03,1,Neutral,0.3251203390454859,0.6748598964810721,1.9764474039112037e-05
2007-07-04,0,Bull,0.6706238645541347,0.3293678801956656,8.255250712734337e-06
2007-07-05,1,Neutral,0.3148701405255705,0.6851175123546158,1.2347119400904554e-05
2007-07-06,0,Bull,0.6811801898827075,0.3188091656259816,1.0644490883859818e-05
2007-07-09,1,Neutral,0.3041477312143776,0.6958429757473023,9.29303886362037e-06
2007-07-10,0,Bull,0.6920237281288592,0.307960044214901,1.6227655943383894e-05
2007-07-11,1,Neutral,0.29213090966748656,0.7078555047884569,1.3585544897921946e-05
2007-07-12,0,Bull,0.7045751641554447,0.2954140073396119,1.0828504870305707e-05
2007-07-13,1,Neutral,0.2799897424364024,0.7199976065577219,1.2651005575873965e-05
2007-07-16,0,Bull,0.7170296448026134,0.2829588692744233,1.1485922257847767e-05
2007-07-17,1,Neutral,0.2670728707424845,0.7328772538920988,4.9875365200642174e-05
2007-07-18,0,Bull,0.7306133966771428,0.26936034714575885,2.62561770344395e-05
2007-07-19,1,Neutral,0.2527706659867929,0.747169514901947,5.9819111568958856e-05
2007-07-20,0,Bull,0.7440826462594804,0.25495692283297416,0.0009604309075477242
2007-07-23,1,Neutral,0.22864947289327278,0.7616551194419875,0.009695407665567769
2007-07-24,0,Bull,0.6559201940224476,0.22931508186762511,0.11476472411069016
2007-07-25,1,Neutral,0.0230698959289719,0.6712961071261184,0.3056339969454032
2007-07-26,2,Bear,0.00014820369183709094,0.014940715534063117,0.9849110807740137
2007-07-27,2,Bear,2.7222218268823853e-07,7.888050640606937e-06,0.9999918397266887
2007-07-30,2,Bear,8.679385602026638e-08,2.43850627861268e-06,0.9999974747001996
2007-07-31,2,Bear,3.240164898195886e-08,8.912031577209235e-07,0.999999076395824
2007-08-01,2,Bear,1.0516667776769713e-06,1.0383059133715004e-06,0.9999979100270151
2007-08-02,2,Bear,1.892497231929978e-06,5.712990035199563e-05,0.9999409776021172
2007-08-03,2,Bear,1.150235660134054e-07,1.1203089908967507e-06,0.9999987646668514
2007-08-06,2,Bear,1.8208707922066391e-06,8.197767624014693e-06,0.9999899813621423
2007-08-07,2,Bear,1.2334171581000872e-06,1.106830230274038e-05,0.9999876982812534
2007-08-08,2,Bear,1.2256535209475548e-07,5.1527298042792845e-06,0.9999947247045375
2007-08-09,2,Bear,1.3439061381942514e-09,7.246831875301915e-08,0.9999999261872317
2007-08-10,2,Bear,3.676510355567514e-12,1.4456596199133485e-10,0.9999999998526619
2007-08-13,2,Bear,1.058436141285323e-09,5.163700857093087e-08,0.9999999473038783
2007-08-14,2,Bear,7.996439373365192e-11,4.7539102488451585e-09,0.9999999951669452
2007-08-15,2,Bear,6.586867237078444e-15,5.326055213504999e-13,1.0
2007-08-16,2,Bear,2.8524201744415884e-13,1.813262960910692e-11,0.9999999999818101
2007-08-17,2,Bear,1.0954344876181318e-12,5.2254117512871657e-11,0.9999999999472493
2007-08-20,2,Bear,1.3456197632075654e-09,6.061149942308409e-08,0.9999999380434038
2007-08-21,2,Bear,1.1907120773612156e-09,4.765918959841363e-08,0.9999999511492218
2007-08-22,2,Bear,3.314587812688191e-10,1.0629572603820713e-08,0.9999999890387699
2007-08-23,2,Bear,1.1871353511420219e-08,4.856182044612294e-08,0.9999999395677168
2007-08-24,2,Bear,6.33410830491979e-07,7.84966395932321e-06,0.9999915169260585
2007-08-27,2,Bear,6.100637956415028e-08,2.593146962260567e-06,0.999997345846962
2007-08-28,2,Bear,5.1088127891685285e-09,8.568950415657521e-08,0.99999990920151
2007-08-29,2,Bear,6.726111388814571e-08,2.113132488476901e-06,0.9999978196070639
2007-08-30,2,Bear,4.942200595257018e-08,4.3854372731168624e-07,0.9999995120343836
2007-08-31,2,Bear,3.512431196292783e-07,4.549446883673533e-06,0.9999950993107662
