date,P_downtrend,P_range,P_uptrend,pred_label,true_label,fold
2020-02-11,0.28167134123781173,0.32657874118682556,0.39174991757536237,uptrend,uptrend,1
2020-02-12,0.20406755426739445,0.4072336470092955,0.3886987987233097,range,uptrend,1
2020-02-13,0.2076678119236911,0.41874039268415586,0.3735917953921526,range,uptrend,1
2020-02-14,0.20217177857527344,0.4262613570514306,0.3715668643732956,range,downtrend,1
2020-02-15,0.13224598923268033,0.5309722078462057,0.3367818029211139,range,downtrend,1
2020-02-16,0.07000875321335592,0.692815411768741,0.2371758350179031,range,downtrend,1
2020-02-17,0.08927953572451366,0.6987857509185929,0.21193471335689343,range,downtrend,1
2020-02-18,0.0775264022386534,0.6738721061370143,0.24860149162433207,range,downtrend,1
2020-02-19,0.04605662389219096,0.9055683121869208,0.04837506392088835,range,downtrend,1
2020-02-20,0.05793172720621163,0.8719586544044751,0.07010961838931304,range,downtrend,1
2020-02-21,0.05952823142584683,0.8488425479440697,0.09162922063008345,range,downtrend,1
2020-02-22,0.04179845246658127,0.8841469308213399,0.07405461671207883,range,downtrend,1
2020-02-23,0.05749533336377988,0.8302928786531193,0.11221178798310084,range,downtrend,1
2020-02-24,0.04070899936321582,0.880537994000091,0.07875300663669328,range,downtrend,1
2020-02-25,0.044695776481814976,0.9289109018241736,0.026393321694011727,range,downtrend,1
2020-02-26,0.05158236905939019,0.9194198870572766,0.02899774388333317,range,downtrend,1
2020-02-27,0.06320877241436935,0.9154569314240198,0.021334296161610925,range,downtrend,1
2020-02-28,0.061828188824261346,0.9239483830413578,0.014223428134381084,range,downtrend,1
2020-02-29,0.06259184706648507,0.9174302892965346,0.01997786363698054,range,downtrend,1
2020-03-01,0.06565985294502728,0.9064334167493839,0.02790673030558895,range,range,1
2020-03-02,0.04852879575932447,0.9183145735740099,0.033156630666665486,range,range,1
2020-03-03,0.14160976988062196,0.7054605095616809,0.15292972055769682,range,range,1
2020-03-04,0.20336629464946235,0.5977819636894336,0.19885174166110395,range,range,1
2020-03-05,0.2035839522984699,0.5029047498368819,0.29351129786464775,range,range,1
2020-03-06,0.15388245176487128,0.4853030368811483,0.36081451135398024,range,range,1
2020-03-07,0.18028045950440705,0.4879715897258558,0.3317479507697371,range,range,1
2020-03-08,0.1396795050885973,0.7539856824313897,0.10633481248001281,range,range,1
2020-03-09,0.11931323134743145,0.7594394323199133,0.12124733633265518,range,range,1
2020-03-10,0.09057989483952521,0.7985594650152125,0.11086064014526234,range,range,1
2020-03-11,0.1259461789304784,0.7389860090802539,0.1350678119892676,range,range,1
2020-03-12,0.4549712621414475,0.32208741970783134,0.22294131815072088,downtrend,range,1
2020-03-13,0.4832573484031254,0.3151727103327506,0.20156994126412356,downtrend,range,1
2020-03-14,0.48840513071661085,0.28133034861921996,0.23026452066416894,downtrend,range,1
2020-03-15,0.48685311832855843,0.25938102050222284,0.25376586116921845,downtrend,range,1
2020-03-16,0.5368464032189322,0.27882164682072863,0.184331949960339,downtrend,uptrend,1
2020-03-17,0.5048540962892034,0.2452902018616764,0.24985570184911987,downtrend,uptrend,1
2020-03-18,0.5176863604338879,0.25552469896392893,0.22678894060218296,downtrend,uptrend,1
2020-03-19,0.37968562117158977,0.26137654614838884,0.3589378326800213,downtrend,uptrend,1
2020-03-20,0.3731332315878289,0.31916393544665667,0.3077028329655144,downtrend,uptrend,1
2020-03-21,0.40169813125823256,0.24640530453837448,0.3518965642033928,downtrend,uptrend,1
2020-03-22,0.42209925411896326,0.2708849327513344,0.3070158131297019,downtrend,uptrend,1
2020-03-23,0.3746888185859434,0.2615233388655041,0.3637878425485525,downtrend,uptrend,1
2020-03-24,0.3542105934972889,0.24337306172418915,0.4024163447785219,uptrend,uptrend,1
2020-03-25,0.3769342507543523,0.2566368458346912,0.36642890341095663,downtrend,uptrend,1
2020-03-26,0.3533407388985315,0.2291622586015056,0.4174970024999628,uptrend,uptrend,1
2020-03-27,0.38149434233281376,0.24650032811749137,0.3720053295496949,downtrend,uptrend,1
2020-03-28,0.3952229958939731,0.26981136931076366,0.3349656347952633,downtrend,uptrend,1
2020-03-29,0.4172364995560473,0.2938953338775011,0.2888681665664515,downtrend,uptrend,1
2020-03-30,0.38587955612127145,0.2649017200124306,0.349218723866298,downtrend,uptrend,1
2020-03-31,0.3908982926428933,0.24352600862698778,0.36557569873011914,downtrend,uptrend,1
2020-04-01,0.26958760668364284,0.3651434327764656,0.3652689605398918,uptrend,uptrend,1
2020-04-02,0.1983522798858271,0.531724861810037,0.2699228583041357,range,uptrend,1
