Date,P1_down,P1_range,P1_up,P1_down_smooth10,P1_range_smooth10,P1_up_smooth10,P2_Bull,P2_Neutral,P2_Bear,regime_age_days,RSI_14,MACD_signal_diff,Bollinger_pct_b,Stochastic_K_14,volume_zscore_20,OBV_change_20d,RSI_14_x_PBull,RSI_14_x_PBear,MACD_signal_diff_x_PBull,MACD_signal_diff_x_PBear,Bollinger_pct_b_x_PBull,Bollinger_pct_b_x_PBear,signal_label,forward_return,eps_threshold
2020-03-02,0.0529603497843602,0.9108623444543448,0.0361773057612946,0.054375257429735736,0.907252494165834,0.0383722484044303,0.0,0.0,1.0,7,48.584216237282014,-7.658644331349473,0.2185548907672487,25.263716532178197,-0.8194917297587364,0.11197087252140242,0.0,48.584216237282014,-0.0,-7.658644331349473,0.0,0.2185548907672487,Buy,0.031588311294419996,0.026825620713025956
2020-03-03,0.155945394413019,0.683388209919419,0.1606663956675621,0.06533107632979321,0.8867988330958532,0.047870090574353624,0.0,0.0,1.0,8,46.01930671449319,-7.0942351775685175,0.18079381654398738,16.670721415100065,-0.8844375090861475,-0.1569536488915107,0.0,46.01930671449319,-0.0,-7.0942351775685175,0.0,0.18079381654398738,Sell,-0.10598098888236865,0.02253743543585906
2020-03-04,0.2087963025048473,0.5805263353401978,0.2106773621549548,0.08010011248431705,0.8599791471120112,0.059920740403671846,0.0,0.0,1.0,9,46.03862324832343,-6.444789196281952,0.21266730152929622,18.85241286655065,-1.7427942554453981,-0.1827328897596986,0.0,46.03862324832343,-0.0,-6.444789196281952,0.0,0.21266730152929622,Sell,-0.10035564744077231,0.022462947981677823
2020-03-05,0.2230069085771379,0.4926661207430387,0.2843269706798231,0.09837659959478394,0.8194310743503486,0.08219232605486747,0.0,0.0,1.0,10,48.497324692536615,-5.460699405986923,0.28818661165387827,26.4074245930666,-1.1015994380965013,-0.18741563139767473,0.0,48.497324692536615,-0.0,-5.460699405986923,0.0,0.28818661165387827,Sell,-0.12431269350669391,0.021303968745281218
2020-03-06,0.1389274735997397,0.4850509700372688,0.3760215563629908,0.10800983175750277,0.7744565898595324,0.11753357838296485,0.0,0.0,1.0,11,55.10864966603341,-3.6992949787895846,0.47474511562567906,49.08274959617292,-0.6669239961718479,0.004724854950740631,0.0,55.10864966603341,-0.0,-3.6992949787895846,0.0,0.47474511562567906,Sell,-0.1998017002101671,0.021572397286785984
2020-03-07,0.170525560697809,0.4861535925150869,0.3433208467871037,0.12023649805278697,0.7303105987908641,0.14945290315634882,0.0,0.0,1.0,12,52.23567719589588,-2.806431811517851,0.4168674185772783,40.061340938742546,-0.575808672876869,0.03793434785709495,0.0,52.23567719589588,-0.0,-2.806431811517851,0.0,0.4168674185772783,Sell,-0.5276617051387162,0.021625683610177016
2020-03-08,0.1497693192562077,0.750644468183633,0.0995862125601593,0.1292298900483966,0.7133096334583247,0.1574604764932787,0.0,0.0,1.0,13,38.188254346694244,-4.50809688039203,0.02526879310256159,0.11486363074553567,0.13126811812789865,-0.2017968606130556,0.0,38.188254346694244,-0.0,-4.50809688039203,0.0,0.02526879310256159,Sell,-0.3362776469436128,0.027246689006837348
2020-03-09,0.1234347820240013,0.7592785578353326,0.1172866601406661,0.1355839758243986,0.6964561275751017,0.16795989660049962,0.0,0.0,1.0,14,38.80687564155618,-5.28197247364087,0.07681782173122155,13.28078105949088,1.0360546670000423,-0.1909205446376848,0.0,38.80687564155618,-0.0,-5.28197247364087,0.0,0.07681782173122155,Sell,-0.3895328273518861,0.02605583376221413
2020-03-10,0.0981169904240546,0.8026442936897245,0.0992387158862209,0.13882901934844136,0.6855089144030814,0.17566206624847722,0.0,0.0,1.0,15,38.41776428276527,-5.582309128763581,0.11176654278623273,14.724576215167197,-0.8457698946675216,-0.1908985792764252,0.0,38.41776428276527,-0.0,-5.582309128763581,0.0,0.11176654278623273,Sell,-0.37632105443883573,0.024969857047153
2020-03-11,0.147186562171721,0.7240222612500499,0.128791176578229,0.14686696434528979,0.6675237153968098,0.18560932025790047,0.0,0.0,1.0,16,36.51016697016071,-5.8560162245344,0.0966488561432148,16.011833780130967,-1.2119277864574154,-0.18097621273425474,0.0,36.51016697016071,-0.0,-5.8560162245344,0.0,0.0966488561432148,Sell,-0.4324077214894106,0.0250414634181265
2020-03-12,0.461045112751183,0.3206988803598543,0.2182560068889623,0.18767544064197209,0.6085073689873607,0.20381719037066726,0.0,0.0,1.0,17,20.885853353136724,-10.975218653845525,-0.3410885506006772,0.8189318896427709,0.6264090912979926,-0.3738894617290954,0.0,20.885853353136724,-0.0,-10.975218653845525,-0.0,-0.3410885506006772,Hold,0.014202649786813019,0.051855157904392025
2020-03-13,0.4814189401592745,0.2996678365053806,0.218913223335345,0.22022279521659766,0.5701353316459568,0.20964187313744553,0.0,0.0,1.0,18,29.138942929270385,-12.24089078224915,-0.06378984973687739,24.560037730449768,2.219162482018656,-0.1676452142354291,0.0,29.138942929270385,-0.0,-12.24089078224915,-0.0,-0.06378984973687739,Sell,-0.13783252996673126,0.05743317454333759
