Date,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,ADX_14,DI_plus_14,DI_minus_14,PSAR,PSAR_up,PSAR_down,SMA20_SMA50_cross,SMA50_SMA200_cross,price_dist_SMA20_pct,price_dist_SMA50_pct,price_dist_SMA200_pct
2014-10-23,369.0136016845703,,,378.9348035789514,382.9820135457631,26.55804786945924,19.388635097803597,31.685166803060984,348.02579093569074,0.0,0.0,,,-2.8716040407985237,,
2014-10-24,370.4875518798828,,,375.76714167768245,381.1570496698327,26.506356525240218,18.597375274463946,31.553550528621848,351.84612336236177,0.0,0.0,,,-3.2774517247792603,,
2014-10-25,371.8256011962891,,,371.38311928015435,378.6469716271599,26.86334720227159,17.419594100438278,33.44367259211422,411.697998046875,0.0,1.0,,,-6.60379624843975,,
2014-10-26,373.0568511962891,,,368.81710246932533,376.87341891476035,27.194838545229292,16.41190855743074,31.509029041762886,410.32157836914064,0.0,0.0,,,-4.919582934255467,,
2014-10-27,373.89695129394534,,,366.3820118851022,375.10420371158364,27.50265193511859,15.842398917228879,30.41563422239195,408.97268708496097,0.0,0.0,,,-5.591898395992325,,
2014-10-28,374.13085174560547,,,365.03370412964176,373.8089302125485,27.673617065590793,15.922402264567076,29.502793042718668,407.65077362646485,0.0,0.0,,,-4.413653724078384,,
2014-10-29,372.65910186767576,,,360.50405786630745,370.97797267220926,28.555750675295535,14.481408529614322,33.80885694426193,406.3552984371387,0.0,0.0,,,-9.946918849943772,,
2014-10-30,371.8462509155273,,,358.165740144688,369.0762704502516,29.38526795965031,13.551142969468252,31.746917588379336,403.514805982075,0.0,0.0,,,-7.137696877243889,,
2014-10-31,370.64735107421876,,,355.11270541539704,366.79810333573647,30.155534009408317,12.935230603356429,30.303989920014324,399.40823708115835,0.0,0.0,,,-8.721588479246634,,
2014-11-01,368.0073501586914,,,350.59521118532393,363.75742849012056,31.482422604405578,11.895284036782169,34.50901526478756,395.54806231429666,0.0,0.0,,,-11.483019896354502,,
2014-11-02,364.78125,,,346.79471689389186,360.95258180870536,32.72952297580317,11.465856151698341,33.44705654591006,389.5886167432154,0.0,0.0,,,-10.660978794547246,,
2014-11-03,361.1154495239258,,,343.8346043864782,358.47861171885336,33.372401876320126,13.230959808805856,32.18150169595884,382.6923557769017,0.0,0.0,,,-9.293832200330453,,
2014-11-04,357.90139923095705,,,341.78189669540944,356.4055296948295,33.986992298452435,12.820796220853067,31.37106843664671,376.48572090721933,0.0,0.0,,,-7.658364816489099,,
2014-11-05,355.7478988647461,372.76684020996095,,341.42868065482963,355.152230638297,33.38295987774346,17.486807889461776,29.47689378302093,370.8997495245052,0.0,0.0,-17.01894134521484,,-4.5711883288699875,-8.928060167469532,
2014-11-06,354.0244995117188,370.6059600830078,,342.6381157148438,354.71799196471363,31.98337311308929,20.805197868902926,27.46042107041663,365.8723752800625,0.0,0.0,-16.58146057128903,,-1.3373342730028148,-5.751648336500473,
2014-11-07,351.5731506347656,368.9654602050781,,342.6037915348558,353.80665985954386,30.6837568316247,19.711152817137144,26.01640991605032,361.3477384600641,0.0,0.0,-17.392309570312477,,-2.604903722968809,-7.195917917465493,
2014-11-08,349.37025146484376,367.9793005371094,,343.04751692823135,353.1904633211922,29.47697028455044,19.22638085325295,25.376567779711408,357.27556532206546,0.0,0.0,-18.609049072265634,,-1.1112122044648518,-6.112108456232133,
2014-11-09,348.3912017822266,367.0665008544922,,346.1577462574818,353.93665178394536,27.75246617399994,25.54906702336539,22.961552889131028,320.6260070800781,1.0,0.0,-18.675299072265602,,4.268995804156254,-1.0359140039423367,
2014-11-10,347.41365203857424,366.4285607910156,,349.35255625332593,354.89867840961375,26.886619070474758,28.836862394089753,21.040697208722552,321.48600708007814,0.0,0.0,-19.014908752441386,,5.615887308230525,0.13521065016971617,
2014-11-11,346.6405029296875,365.7394207763672,,352.17447180269403,355.8465546255104,26.082618188629947,27.739755259844117,20.240197532241698,323.6192071777344,0.0,0.0,-19.098917846679683,,6.07387313847796,0.5346939478660303,
2014-11-12,349.89770355224607,365.4948211669922,,363.1570153159214,360.8624398116705,27.7286591589214,44.42745205110128,15.155849321346803,325.6670792714844,0.0,0.0,-15.59711761474614,,21.05281067539974,15.8870058093517,
2014-11-13,353.01720275878904,365.44542114257814,,372.01516455217387,365.29744318499587,29.863745386901293,45.30704598287225,12.181958457827559,331.91013373882816,0.0,0.0,-12.428218383789101,,19.182572991788145,15.129362966464202,
2014-11-14,355.5445526123047,365.1703009033203,,375.9848304924644,367.7063728130749,30.755612328218092,39.89300826530257,16.156224156076167,341.92476200456565,0.0,0.0,-9.625748291015611,,11.88977309345923,8.940401828949868,
2014-11-15,356.61600189208986,364.6044610595703,,376.0076251252343,368.33056709399295,30.76116883577004,35.50515331125186,18.770211204779493,351.1382200090442,0.0,0.0,-7.988459167480471,,5.472831732123052,3.161929097739371,
2014-11-16,358.36065063476565,364.3717010498047,,377.8344502637199,369.77882053335577,30.76632844992542,33.63574024101934,17.781924297534413,359.6146013731644,0.0,0.0,-6.011050415039051,,8.237884890077556,6.45228139502864,
2014-11-17,359.8501495361328,364.57624084472656,,379.3073024542173,371.0846849014,31.347543563674037,36.27502320875403,15.955575706548606,367.41287222815504,0.0,0.0,-4.726091308593766,,7.6581432580600435,6.2625443183914555,
2014-11-18,361.83049926757815,364.57086059570315,,378.67510177616464,371.38937476402776,31.49323570868426,33.83852044740115,16.898749583168932,457.0929870605469,0.0,1.0,-2.7403613281250045,,3.694409068985481,2.9149717105221384,
2014-11-19,363.59299926757814,364.4430804443359,,378.96431576072104,372.06830942415763,31.628521271908035,32.45065747706353,16.20565932740718,455.37346740722654,0.0,0.0,-0.8500811767577829,,4.665104510365,4.420968073204035,
2014-11-20,364.56894836425784,363.9275805664063,,375.71442046490097,371.0143603066564,30.707170718613497,29.809581886360437,20.404650268765195,453.6883381469726,0.0,0.0,0.641367797851558,,-1.8457282378432298,-1.6727460499259532,
2014-11-21,365.8238983154297,363.4431005859375,,371.8888160769715,369.52055524270844,29.168566057855607,28.449700569776944,23.671869734670135,449.81204485546874,0.0,0.0,2.380797729492201,,-4.093747412630057,-3.4654966959814253,
2014-11-22,367.1752990722656,363.31126098632814,,368.9705387463197,368.2908854786363,28.035051745733167,29.462901257839626,22.546041738252327,443.47004213484377,0.0,0.0,3.864038085937466,,-3.88241956377506,-2.8601501451904614,
2014-11-23,369.1762496948242,364.08540100097656,,368.75553248486665,368.23770863183915,27.233573324563103,29.711167979434062,21.157868231219624,437.50855957745625,0.0,0.0,5.090848693847647,,-0.4342781122226901,0.9579063143729527,
2014-11-24,371.49669952392577,365.2132208251953,,370.0086814835891,368.8794339907075,27.12121238707541,33.23892755908824,19.663809921634403,431.904765973512,0.0,0.0,6.283478698730448,,1.4547374067016907,3.2002620619699265,
2014-11-25,373.28979949951173,366.1186004638672,,370.8301138620153,369.3585864316447,27.281419564232504,33.5395262514294,18.313380258802457,426.6371999858044,0.0,0.0,7.17119903564452,,0.5513658413937821,2.5208747842362156,
2014-11-26,374.243798828125,366.76226013183594,,370.45163405511875,369.2853574453886,26.872560666886994,32.12223184629844,20.728903777214544,421.6856879573592,0.0,0.0,7.481538696289078,,-1.5695126357017135,0.4383588935169178,
2014-11-27,375.60654907226564,367.0968603515625,,370.33138472782883,369.3138504811179,26.49290597649474,31.43477643028823,20.28527964680585,417.0312666506208,0.0,0.0,8.509688720703139,,-1.5805197377932536,0.7009466312808047,
2014-11-28,377.1544982910156,367.32528015136717,,371.2722472261316,369.8422312578349,25.521907553767136,28.61822108879501,22.078843234109318,412.6561106222867,0.0,0.0,9.829218139648447,,-0.1875908486905597,2.4832788017396568,
2014-11-29,377.76584777832034,367.60385986328123,,371.92128570125794,370.26065837313996,24.843286449658347,28.744926750579648,20.806230716616287,408.5434639556526,0.0,0.0,10.161987915039106,,-0.6021853159161525,2.145553491768359,
2014-11-30,378.3219970703125,367.91881958007815,,372.86370283495864,370.83742420256016,24.213138281557328,27.7187596323118,20.063467654398515,404.67757608901655,0.0,0.0,10.403177490234327,,-0.07268940271238512,2.7528294154112807,
2014-12-01,378.8994964599609,367.9327392578125,,373.8454401091477,371.4602072332733,23.686842492523024,27.39318959614746,19.494893324571667,401.0436414943787,0.0,0.0,10.966757202148415,,0.09118477603020377,3.0745445165314416,
2014-12-02,376.78719635009764,367.7507592773438,,374.9946035448798,372.1901920635054,23.21885403452266,26.8341379543846,18.983315444838354,397.6277429754191,0.0,0.0,9.03643707275387,,1.201687885142871,3.6884337616915244,
2014-12-03,374.5009475708008,367.2335595703125,,374.99697373268674,372.3990674488476,22.500341694306417,25.808891706498212,19.806103699112626,394.4167983675971,0.0,0.0,7.2673880004883245,,0.13593081623056666,2.1175761290475417,
2014-12-04,373.09024810791016,366.73017944335936,,374.1672860670811,372.19202570495145,21.315312468960553,24.54132503569116,21.802439797784757,391.3985104362444,0.0,0.0,6.360068664550795,,-0.9344238342707414,0.7836345694953895,
2014-12-05,373.12629852294924,366.6161395263672,,374.58062727310704,372.53735742356616,20.05947550602418,23.038713939501964,21.380288298297867,388.56131978077286,0.0,0.0,6.510158996582049,,0.9990465421647263,2.7925296450694024,
2014-12-06,372.47144927978513,366.4366796875,,374.612069794492,372.7038497375323,18.893341183297554,22.22052639963835,20.620997413819904,385.8943605646296,0.0,0.0,6.0347695922851585,,0.6211360325194737,2.2782446292573426,
2014-12-07,371.85579986572264,366.1097399902344,,374.686366936986,372.880972069619,17.810502169337116,21.883978986912986,20.308676130218338,383.38741890145496,0.0,0.0,5.746059875488243,,0.8710907174636398,2.4542535335739486,
