asset,model,trial,state,value,duration_s,param_n_estimators,param_max_depth,param_learning_rate,param_subsample,param_colsample_bytree,param_min_child_weight,param_num_leaves,param_feature_fraction,param_bagging_fraction,param_min_data_in_leaf,param_min_samples_leaf,param_max_features,param_hidden_layer_sizes_idx,param_batch_size,param_learning_rate_init,param_alpha
btc,xgboost,0,COMPLETE,0.339867720498059,9.10939,300.0,8.0,0.07259248719561363,0.8394633936788146,0.6624074561769746,2.0,,,,,,,,,,
btc,xgboost,1,COMPLETE,0.3481454133837079,2.860799,100.0,8.0,0.05092911283433821,0.8832290311184182,0.608233797718321,10.0,,,,,,,,,,
btc,xgboost,2,COMPLETE,0.33901273357112227,8.287593,550.0,4.0,0.016362239850894616,0.6733618039413735,0.721696897183815,6.0,,,,,,,,,,
btc,xgboost,3,COMPLETE,0.3533464191830854,4.508495,300.0,4.0,0.05243180891902853,0.6557975442608167,0.7168578594140872,4.0,,,,,,,,,,
btc,xgboost,4,COMPLETE,0.35207207649442096,9.999331,350.0,7.0,0.017172542103877867,0.8056937753654446,0.836965827544817,1.0,,,,,,,,,,
btc,xgboost,5,PRUNED,0.2918218741959749,1.140468,400.0,4.0,0.011926324174062874,0.9795542149013333,0.9862528132298237,9.0,,,,,,,,,,
btc,xgboost,6,PRUNED,0.2808738133618616,0.630033,250.0,3.0,0.06378528225249058,0.7760609974958405,0.6488152939379115,5.0,,,,,,,,,,
btc,xgboost,7,PRUNED,0.3298294688820931,1.658835,100.0,8.0,0.020153425505297702,0.8650089137415928,0.7246844304357644,6.0,,,,,,,,,,
btc,xgboost,8,PRUNED,0.29400934162838926,1.037795,400.0,4.0,0.13814017620274424,0.9100531293444458,0.9757995766256756,9.0,,,,,,,,,,
btc,xgboost,9,COMPLETE,0.34989434723475565,11.066093,400.0,8.0,0.012707942999213693,0.678393144967658,0.6180909155642152,4.0,,,,,,,,,,
btc,xgboost,10,PRUNED,0.2865796119880142,2.630982,600.0,6.0,0.03203999390196693,0.6071847502459278,0.8391524267229544,4.0,,,,,,,,,,
btc,xgboost,11,PRUNED,0.3186154483429588,2.441027,250.0,6.0,0.02993633366485958,0.7518416973680894,0.8538749198685689,1.0,,,,,,,,,,
btc,xgboost,12,PRUNED,0.31756377966953586,3.81141,500.0,5.0,0.023913753133285993,0.7273145000499233,0.7708449222533328,2.0,,,,,,,,,,
btc,xgboost,13,PRUNED,0.3157986519964771,1.957173,200.0,7.0,0.09249420681277241,0.610547233762323,0.9086656573027754,3.0,,,,,,,,,,
btc,xgboost,14,COMPLETE,0.3583424429858536,6.344806,350.0,5.0,0.04055466010793973,0.8212663057499049,0.769969334703295,1.0,,,,,,,,,,
btc,xgboost,15,PRUNED,0.2973969486440607,1.539201,450.0,5.0,0.04434978819346499,0.6966219731921359,0.7511304093553303,7.0,,,,,,,,,,
btc,xgboost,16,PRUNED,0.2862770619115797,0.445833,200.0,3.0,0.10205838222062319,0.9518455706906049,0.679905860051946,3.0,,,,,,,,,,
btc,xgboost,17,PRUNED,0.29366857743553876,1.063154,300.0,5.0,0.03815155038915487,0.7902862493582478,0.7793072881532422,4.0,,,,,,,,,,
btc,xgboost,18,PRUNED,0.2880116959064327,0.959081,350.0,4.0,0.0535432231951048,0.6485258966712673,0.7005068563964268,7.0,,,,,,,,,,
btc,xgboost,19,PRUNED,0.29140367751489515,0.454554,200.0,3.0,0.07539811581530217,0.8294191185811822,0.8885879965461793,2.0,,,,,,,,,,
btc,xgboost,20,PRUNED,0.30058397257673714,2.128033,500.0,6.0,0.028087950141626326,0.7459396984509434,0.8076959768392049,1.0,,,,,,,,,,
btc,xgboost,21,PRUNED,0.3033371134945348,1.359411,350.0,5.0,0.018170769900032326,0.8151198062673372,0.8175848548114127,1.0,,,,,,,,,,
btc,xgboost,22,PRUNED,0.2903819961731453,1.424504,300.0,7.0,0.039900751190421545,0.9150437809681091,0.8873408335931671,3.0,,,,,,,,,,
btc,xgboost,23,PRUNED,0.30660824871351183,1.921154,450.0,6.0,0.023649432511340086,0.7741113040397697,0.7517842248725415,1.0,,,,,,,,,,
