asset,model,n_oof,accuracy,precision_macro,recall_macro,f1_macro,precision_downtrend,recall_downtrend,f1_downtrend,precision_range,recall_range,f1_range,precision_uptrend,recall_uptrend,f1_uptrend,auc_downtrend,auc_range,auc_uptrend,auc_macro
btc,xgboost,3200,0.5665625,0.5313835537901003,0.5401333104378552,0.532791388324923,0.47867711053089645,0.580168776371308,0.5245588936576061,0.41233766233766234,0.43567753001715265,0.42368640533778146,0.7031358885017421,0.6045536249251049,0.6501288659793815,0.713121856989755,0.7799576721934889,0.7180886014967681,0.737056043560004
btc,lightgbm,3200,0.56875,0.524541602798247,0.5280741776344017,0.5261444758127705,0.4918200408997955,0.5073839662447257,0.4994807892004154,0.40460526315789475,0.4219554030874786,0.41309823677581864,0.6771995043370508,0.6548831635710006,0.6658544014620774,0.6978606920430785,0.7703424829472947,0.7019245557851927,0.7233759102585221
btc,random_forest,3200,0.5925,0.5598502974128766,0.5731104693074772,0.5630387858869952,0.498220640569395,0.5907172995780591,0.5405405405405406,0.44545454545454544,0.5042881646655232,0.47304907481898634,0.7358757062146892,0.6243259436788496,0.6755267423014587,0.7358756585800901,0.805784319572973,0.7472283414584702,0.7629627732038444
btc,mlp,3200,0.5653125,0.5125068484870604,0.5012062055158372,0.5054816583208961,0.46349557522123896,0.4419831223628692,0.4524838012958963,0.4175152749490835,0.3516295025728988,0.3817504655493482,0.6565096952908587,0.7100059916117436,0.6822107081174439,0.662692702595349,0.7252264681843416,0.697312462748103,0.6950772111759312
eth,xgboost,2000,0.557,0.5407099785992097,0.5460837681911063,0.5377821479958883,0.43164362519201227,0.589098532494759,0.49822695035460995,0.5249457700650759,0.44731977818853974,0.48303393213572854,0.6655405405405406,0.6018329938900203,0.6320855614973262,0.7326032284840001,0.7572958461661254,0.7104481852120087,0.7334490866207114
eth,lightgbm,2000,0.557,0.5443202153108181,0.5483479337615409,0.5376258645079799,0.4244604316546763,0.6184486373165619,0.5034129692832765,0.5345622119815668,0.4288354898336414,0.4758974358974359,0.6739380022962113,0.5977596741344195,0.6335671883432272,0.7342812032414233,0.7440337810188277,0.7208525562282179,0.7330558468294895
eth,random_forest,2000,0.5875,0.5724482992758705,0.5821381194875977,0.5713393217356971,0.4686064318529862,0.6415094339622641,0.5415929203539823,0.5520833333333334,0.4898336414048059,0.5190989226248776,0.6966551326412919,0.615071283095723,0.6533261222282315,0.7500216801496551,0.7597169205352968,0.7263263297308328,0.7453549768052615
eth,mlp,2000,0.5815,0.5528932048395099,0.5471017061464244,0.5494465717787506,0.4829059829059829,0.47379454926624737,0.4783068783068783,0.5212981744421906,0.47504621072088726,0.49709864603481624,0.6544754571703562,0.6924643584521385,0.6729341909945572,0.7599367352585306,0.7429239635685952,0.7223850527570933,0.7417485838614063
