asset,model,n_folds,n_oof,accuracy,f1_macro,f1_downtrend,f1_range,f1_uptrend,elapsed_s
btc,xgboost,16,3200,0.576875,0.5486788211721608,0.5409383624655014,0.4521452145214521,0.6529528865295289,13.8
btc,lightgbm,16,3200,0.56875,0.5261444758127705,0.4994807892004154,0.41309823677581864,0.6658544014620774,116.9
btc,random_forest,16,3200,0.5928125,0.5433206683103128,0.5483405483405484,0.39697542533081287,0.6846460312595771,14.9
btc,mlp,16,3200,0.598125,0.5365057012654266,0.4805491990846682,0.42105263157894735,0.7079152731326644,9.5
eth,xgboost,10,2000,0.546,0.5264760686367066,0.48748841519925856,0.4740450538687561,0.6178947368421053,15.4
eth,lightgbm,10,2000,0.557,0.5376258645079799,0.5034129692832765,0.4758974358974359,0.6335671883432272,10.3
eth,random_forest,10,2000,0.562,0.549117716758407,0.529957805907173,0.4975514201762977,0.6198439241917503,5.0
eth,mlp,10,2000,0.501,0.47063016203222635,0.3950398582816652,0.40981856990394877,0.6070320579110652,3.4
