asset,model,n_folds,n_oof,accuracy,f1_macro,f1_downtrend,f1_range,f1_uptrend,elapsed_s
btc,xgboost,16,3200,0.5665625,0.532791388324923,0.5245588936576061,0.42368640533778146,0.6501288659793815,19.4
btc,lightgbm,16,3200,0.56875,0.5261444758127705,0.4994807892004154,0.41309823677581864,0.6658544014620774,134.8
btc,random_forest,16,3200,0.5925,0.5630387858869952,0.5405405405405406,0.47304907481898634,0.6755267423014587,8.6
btc,mlp,16,3200,0.5653125,0.5054816583208961,0.4524838012958963,0.3817504655493482,0.6822107081174439,7.8
eth,xgboost,10,2000,0.557,0.5377821479958883,0.49822695035460995,0.48303393213572854,0.6320855614973262,25.8
eth,lightgbm,10,2000,0.557,0.5376258645079799,0.5034129692832765,0.4758974358974359,0.6335671883432272,11.3
eth,random_forest,10,2000,0.5875,0.5713393217356971,0.5415929203539823,0.5190989226248776,0.6533261222282315,8.6
eth,mlp,10,2000,0.5815,0.5494465717787506,0.4783068783068783,0.49709864603481624,0.6729341909945572,2.8
