asset,model,n_folds,n_oof,accuracy,f1_macro,f1_sell,f1_hold,f1_buy,elapsed_s
btc,xgboost,12,2400,0.3770833333333333,0.35986046710062264,0.42417582417582417,0.2439893143365984,0.4114162627894453,10.6
btc,lightgbm,12,2400,0.40208333333333335,0.3637759464104766,0.43817787418655096,0.1915367483296214,0.4616132167152575,42.6
btc,random_forest,12,2400,0.39958333333333335,0.3679778999534651,0.4416135881104034,0.2172043010752688,0.44511581067472306,4.1
btc,mlp,12,2400,0.37375,0.31162738303009757,0.3742365352581899,0.09836065573770492,0.4622849580943979,2.8
eth,xgboost,6,1200,0.37583333333333335,0.34366594598141603,0.35294117647058826,0.2138364779874214,0.46422018348623856,4.9
eth,lightgbm,6,1200,0.4008333333333333,0.35986633238746596,0.36298932384341637,0.22660098522167488,0.4900086880973067,16.4
eth,random_forest,6,1200,0.38416666666666666,0.3456406353870188,0.35182998819362454,0.2112676056338028,0.4738243123336291,1.6
eth,mlp,6,1200,0.39166666666666666,0.2792924168137083,0.30173564753004006,0.0136986301369863,0.5224429727740986,0.5
