,3stage_full_regime_xgboost_stateful,3stage_full_regime_xgboost_defensive,3stage_full_regime_xgboost_prob_weighted,3stage_full_regime_lightgbm_stateful,3stage_full_regime_lightgbm_defensive,3stage_full_regime_lightgbm_prob_weighted,3stage_full_regime_random_forest_stateful,3stage_full_regime_random_forest_defensive,3stage_full_regime_random_forest_prob_weighted,3stage_full_regime_mlp_stateful,3stage_full_regime_mlp_defensive,3stage_full_regime_mlp_prob_weighted,BUY_AND_HOLD
2022-03-27,1.0273787956592817,1.0273787956592817,1.001694428996958,1.023862318048177,1.023862318048177,1.0018306041761238,1.0258922014638991,1.0258922014638991,1.0001955907062616,1.1235514256115335,1.0737430724127919,1.0547998196847816,1.187413975625179
2022-03-28,1.0263514168636225,1.0263514168636225,1.0016936816614426,1.023862318048177,1.023862318048177,1.0018306041761238,1.0389092733984386,1.0389092733984386,1.000275852696112,1.1389312017247586,1.0884410450025617,1.0659953215027838,1.2036679366656269
2022-03-29,1.046454134842702,1.046454134842702,1.0015477819991163,1.023862318048177,1.023862318048177,1.0018306041761238,1.0389092733984386,1.0389092733984386,1.000275852696112,1.1612389730881114,1.1097598866829337,1.07157076714365,1.2272436795093324
2022-03-30,1.0412772646028778,1.0402308104680351,1.0005887519209726,1.023862318048177,1.023862318048177,1.0018306041761238,1.0389092733984386,1.0389092733984386,1.000275852696112,1.1554942554928127,1.104269839160131,1.069097279919839,1.2211724327437785
2022-03-31,1.0094359267056554,1.0391905796575671,1.0005587875432598,1.023862318048177,1.023862318048177,1.0018306041761238,1.0389092733984386,1.0389092733984386,1.000275852696112,1.1201602630220582,1.0705022440404788,1.0437162073327175,1.183830059695235
2022-04-01,1.0610849982300021,1.0923620857989487,1.0020620549281287,1.023862318048177,1.023862318048177,1.0018306041761238,1.0378703641250402,1.0378703641250402,1.0002719016833488,1.1774746858724225,1.125275851266708,1.0897566734369188,1.2444022285751521
2022-04-02,1.0586418875115504,1.0898469606914432,1.002061797970918,1.023862318048177,1.023862318048177,1.0018306041761238,1.0365185746455268,1.0365185746455268,1.0002535921069802,1.175941066696296,1.12381021922838,1.0886473069674634,1.2427814386393214
2022-04-03,1.0575832456240388,1.0887571137307517,1.002056336305658,1.023862318048177,1.023862318048177,1.0018306041761238,1.058882051286998,1.058882051286998,1.0006228412491145,1.202488603815483,1.149180872873213,1.094731314742899,1.2708379350979444
2022-04-04,1.057105228679618,1.0871762493991017,1.0020484060661135,1.023862318048177,1.023862318048177,1.0018306041761238,1.058882051286998,1.058882051286998,1.0006228412491145,1.2019450911128422,1.148661454726499,1.0940978139711237,1.2702635291879576
2022-04-05,1.0231907250734902,1.0871762493991017,1.0020484060661135,1.023862318048177,1.023862318048177,1.0018306041761238,1.0578231692357112,1.0578231692357112,1.0006025806104306,1.1645857179728174,1.1129582664394544,1.0784171745558662,1.2307806530366356
2022-04-06,1.0231907250734902,1.0871762493991017,1.0020484060661135,1.023862318048177,1.023862318048177,1.0018306041761238,0.9833801999737406,0.9823223768045048,0.9991658387955638,1.0826294692090295,1.0346352343600287,1.0086631665161712,1.1441660193370986
2022-04-07,1.0221675343484167,1.0860890731497026,1.0020221524002875,1.023862318048177,1.023862318048177,1.0018306041761238,1.0024738800878155,0.9823223768045048,0.9997703156635852,1.103650210492716,1.0547241015145115,1.0258083550950643,1.1663815774408721
2022-04-08,1.0091423491679232,1.0722493542925553,1.0015767228716586,1.0228384557301289,1.0228384557301289,1.0018240352271888,0.9896996454462553,0.9813400544277003,0.9993339771115334,1.089586715142786,1.0412840574171283,1.0142103501829198,1.1515187144299002
2022-04-09,1.0312222910096405,1.0957100716057466,1.0045290989819748,1.0452180671245122,1.0452180671245122,1.001965857010305,1.0113541827176717,1.0028116846160255,1.001028730715179,1.1134267723177695,1.0640672568809453,1.0270015152382308,1.1767138380566369
2022-04-10,1.0153996988221794,1.0788980090952114,1.0016764443548472,1.029180730298826,1.029180730298826,1.0018476006260537,0.9958364374849177,0.9874250114759744,1.000143013838235,1.096342873043505,1.0477407069096742,1.0148352656642317,1.1586588916660938
2022-04-11,0.9424299344389402,1.0013650596482662,0.9896193133748697,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9242725495974108,0.9164655946895636,0.9941143144115494,1.0164599388192679,0.971399076903201,0.9667875655176685,1.075394078387647
2022-04-12,0.9580232942345379,1.0169321895941712,0.9944164771559751,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.939565478958411,0.9307128852915492,0.9954403411942317,1.0164599388192679,0.971399076903201,0.9667875655176685,1.0931874507897417
2022-04-13,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.9954784372837379,1.0164599388192679,0.971399076903201,0.9667875655176685,1.1249212195512903
2022-04-14,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.9954784372837379,1.0164599388192679,0.971399076903201,0.9667875655176685,1.0894115377908358
2022-04-15,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.9954784372837379,1.0164599388192679,0.971399076903201,0.9667875655176685,1.096989697331593
2022-04-16,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.9954784372837379,1.0164599388192679,0.971399076903201,0.9667875655176685,1.1047073629995225
2022-04-17,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.9954215070646856,1.0164599388192679,0.971399076903201,0.9667875655176685,1.0798496433962694
2022-04-18,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.996585565864599,1.0164599388192679,0.971399076903201,0.9667875655176685,1.1030105668845567
2022-04-19,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.996585565864599,1.0164599388192679,0.971399076903201,0.9667875655176685,1.1197850337404023
2022-04-20,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.996585565864599,1.0164599388192679,0.971399076903201,0.9667875655176685,1.1102756302876255
2022-04-21,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.996585565864599,1.0164599388192679,0.971399076903201,0.9667875655176685,1.0777131035357403
2022-04-22,0.984875405117615,1.0169321895941712,0.9952781664523384,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.996585565864599,1.0164599388192679,0.971399076903201,0.9667875655176685,1.0695440686116497
2022-04-23,0.984875405117615,1.0169321895941712,0.9952448488782198,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.9965635350209158,1.0164599388192679,0.971399076903201,0.9667875655176685,1.0599044065969487
2022-04-24,0.984875405117615,1.0169321895941712,0.9950416399207891,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.9964118957418351,1.0164599388192679,0.971399076903201,0.9667875655176685,1.0543556913039418
2022-04-25,0.984875405117615,1.0169321895941712,0.996820771397499,0.9541914376197183,0.9541914376197183,0.9981062343413287,0.9659002419800773,0.9307128852915492,0.9980830713164565,1.0164599388192679,0.971399076903201,0.9667875655176685,1.085618010381933
2022-04-26,0.9838905297124974,1.015915257404577,0.9962754635209984,0.9532372461820985,0.9532372461820985,0.9978202863544785,0.9649343417380972,0.9297821724062576,0.9979669699098161,1.0164599388192679,0.971399076903201,0.9667875655176685,1.0130742958199241
2022-04-27,1.012139814423948,1.0440681149755018,1.0115181315535378,0.980606419430291,0.9796531821841088,1.0057936672077643,0.9926393598518308,0.9555481256990667,1.001183976569364,1.0164599388192679,0.971399076903201,0.9667875655176685,1.0421614994794939
