asset,arch,model,n_oof,accuracy,f1_macro,f1_sell,f1_hold,f1_buy
btc,3stage_full_regime,xgboost,2400,0.39125,0.3666554113596469,0.42934196332254587,0.232055063913471,0.4385692068429238
btc,3stage_full_regime,lightgbm,2400,0.3720833333333333,0.3593245026253223,0.4131038312048862,0.25412541254125415,0.4107442641298265
btc,3stage_full_regime,random_forest,2400,0.38208333333333333,0.36276957802699306,0.43367075119872134,0.24242424242424243,0.4122137404580153
btc,3stage_full_regime,mlp,2400,0.36625,0.33464723512728584,0.3965702036441586,0.18181818181818182,0.4255533199195171
eth,3stage_full_regime,xgboost,1200,0.3925,0.36446572072206845,0.3671497584541063,0.2515463917525773,0.47470101195952163
eth,3stage_full_regime,lightgbm,1200,0.37666666666666665,0.3586351955280258,0.38009049773755654,0.2651072124756335,0.4307078763708873
eth,3stage_full_regime,random_forest,1200,0.38916666666666666,0.36481589674175025,0.38073394495412843,0.2540983606557377,0.4596153846153846
eth,3stage_full_regime,mlp,1200,0.3466666666666667,0.2999209291071609,0.3078913324708926,0.1461187214611872,0.44575273338940286
